licencia_id,nombre_comercial,municipio,codi_ine,comarca,tipo_via,nombre_via,numero,codigo_postal,categoria,plazas,habitaciones,nif,razon_social,tipo,es_persona_fisica,titular_id,lat,lon,metodo_match,similitud_nombre,piso,puerta,coordenada_compartida,nivel_geo
HB-002279,Oasis,Barcelona,080193,Barcelonès,Plaça,Pla del Palau,17,08003,2 estrelles,141,94,B58487570,HOSTELERIA GARM SL,hotel,False,334,41.38275271715371,2.184714161998721,codigo_registro,,,,False,coordenada
HB-002282,La Calma,Barcelona,080193,Barcelonès,Carrer,Lleona,8,08002,No aplica,14,8,B66811985,"BESTLOCATIONBARCELONA, SL",hotel,False,858,,,solo_registre,,,,False,municipio
HB-002286,Hostal Athenas,Sant Adrià de Besòs,081944,Barcelonès,Carrer,Andreu Soler,2,08930,No aplica,41,23,B63044051,"ABRAXAS EMPRESARIAL, SL",hotel,False,558,,,solo_registre,,,,False,municipio
HB-002351,Hostal Parellades,Sitges,082704,Garraf,Carrer,de les Parellades,11,08870,No aplica,12,8,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002354,Cornellà,Cornellà de Llobregat,080734,Baix Llobregat,Carretera,Esplugues,135,08940,No aplica,29,16,B61227146,"HOSTAL RESTAURANTE CORNELLA, SL",hotel,False,423,,,solo_registre,,,,False,municipio
HB-002357,Hostal Lesseps,Barcelona,080193,Barcelonès,Carrer,Gran de Gràcia,239,08012,No aplica,25,15,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002362,Terramar,Calella,080351,Maresme,Carrer,Diputació,38-50,08370,3 estrelles,389,210,B60619731,"Casneu, s.l.",hotel,False,397,,,solo_registre,,,,False,municipio
HB-002395,Ginebra,Barcelona,080193,Barcelonès,Rambla,Catalunya,1,08007,1 estrella,19,10,B65986556,"THE HAPPY TOURIST, SL",hotel,False,751,41.38754669720353,2.1680584693791247,codigo_registro,,,,False,coordenada
HB-002396,Hotel Sabiote,Pineda de Mar,081635,Maresme,Carrer,del Reverend Antoni Doltra,15,08397,1 estrella,52,26,B08873861,BUCH FAMILIA S.L.,hotel,False,231,,,solo_registre,,,,False,municipio
HB-002400,Galeón Pavillón,Sitges,082704,Garraf,Carrer,Sant Bartomeu,56,08870,3 estrelles,49,27,B08153595,"AMELL, SL",hotel,False,196,,,solo_registre,,,,False,municipio
HB-002403,Central,Sitges,082704,Garraf,Carrer,Sant Bartomeu,22,08870,1 estrella,45,23,B62559505,"HOTELES PINOCEL, SL",hotel,False,517,,,solo_registre,,,,False,municipio
HB-002406,Nitzs BCN,Barcelona,080193,Barcelonès,Carrer,Calella,1,08002,No aplica,17,12,B65097180,"DORMDENIT, SL",hotel,False,680,,,solo_registre,,,,False,municipio
HB-002459,Serrats,Malgrat de Mar,081108,Maresme,Carrer,Manuel de Falla,3,08380,No aplica,20,10,E61701694,"SERRATS TRIOLA, CB",hotel,False,970,,,solo_registre,,,,False,municipio
HB-002460,Wilson Boutique,Barcelona,080193,Barcelonès,Avinguda,Diagonal,568,08021,4 estrelles,95,52,A08238479,"PROMOCIONES TURISTICAS HOTELERAS, SA",hotel,False,23,41.39439716906904,2.150024939104464,codigo_registro,,,,False,coordenada
HB-002486,Pensió Torrent,Canet de Mar,080403,Maresme,Carrer,Cedró,21,08360,No aplica,36,18,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002490,Subur Maritim,Sitges,082704,Garraf,Passeig,Marítim,s/n,08870,4 estrelles,90,46,B58661463,GRUP MATAS ARNALOT S.L,hotel,False,342,,,solo_registre,,,,False,municipio
HB-002491,Hostal Sans,Barcelona,080193,Barcelonès,Carrer,Antoni de Capmany,82,08014,No aplica,144,85,A59934117,CAREPO SA,hotel,False,151,,,solo_registre,,,,False,municipio
HB-002532,Turín,Barcelona,080193,Barcelonès,Carrer,Pintor Fortuny,9,08001,3 estrelles,100,60,B62346622,CIVE EXPLOTACION HOTELERA,hotel,False,499,41.38310112516655,2.170178687546506,codigo_registro,,,,False,coordenada
HB-002534,Can Campa,Montornès del Vallès,081363,Vallès Oriental,Carrer,Onze de Setembre,51,08170,1 estrella,24,14,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002540,Hostal Olimpia,Castelldefels,080569,Baix Llobregat,Carrer,Doctor Ferran,34,08860,No aplica,14,7,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002546,Santema,Caldes d'Estrac,080327,Maresme,Carrer,Santema,11,08393,No aplica,26,15,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002568,Solfina,Palafolls,081555,Maresme,Carretera,Trencall Costa Brava,s/n,08389,No aplica,163,94,B58018888,"HOSTAL SOLFINA, SL",hotel,False,318,,,solo_registre,,,,False,municipio
HB-002593,Can Gil,Pineda de Mar,081635,Maresme,Carrer,Puntaires,9,08397,No aplica,38,20,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002597,Internacional,Calella,080351,Maresme,Carrer,Gaudí,2,08370,2 estrelles,228,120,A58479015,"HOTEL INTERNACIONAL CALELLA, S.L.",hotel,False,121,,,solo_registre,,,,False,municipio
HB-002599,Pensió Vallés,Malgrat de Mar,081108,Maresme,Avinguda,Barcelona (Darrera Hotel Tròpic Park),s/n,08380,No aplica,66,33,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002600,Lleida,Barcelona,080193,Barcelonès,Carrer,Còrsega,201,08036,No aplica,16,14,B61414199,"ROBLASMAR JEP, SL",hotel,False,434,,,solo_registre,,,,False,municipio
HB-002606,Balmoral,Barcelona,080193,Barcelonès,Via,Augusta,5,08006,4 estrelles,196,103,A08197386,"ESVO, SA",hotel,False,17,41.396207183479504,2.155190161506966,codigo_registro,,,,False,coordenada
HB-002608,Alberdi,Barcelona,080193,Barcelonès,Carrer,Torrent de l' Olla,95,08012,No aplica,16,14,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002619,Lausanne,Barcelona,080193,Barcelonès,Avinguda,Portal de l'Àngel,24,08002,No aplica,24,17,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002644,Marina Folch,Barcelona,080193,Barcelonès,Carrer,Mar,16,08003,1 estrella,19,10,B60780459,Marina Folch S.L,hotel,False,404,41.380819068069954,2.1874895443653903,codigo_registro,,,,False,coordenada
HB-002650,Hostal Can Feliu,Santa Susanna,082613,Maresme,Carretera,N-II,"KM 672,5",08398,No aplica,39,20,A08243354,"SALLISERT, SA",hotel,False,27,,,solo_registre,,,,False,municipio
HB-002661,Bon Repòs,Calella,080351,Maresme,Carrer,Vallderoure,17-23,08370,3 estrelles,420,210,A08230245,"FREIXENAL, SA",hotel,False,20,,,solo_registre,,,,False,municipio
HB-002662,Hostal La Terrassa,Barcelona,080193,Barcelonès,Carrer,Junta del Comerç,11,08001,No aplica,64,42,A58741547,"S3G 111, SA",hotel,False,128,,,solo_registre,,,,False,municipio
HB-002670,Ribes Roges,Vilanova i la Geltrú,083073,Garraf,Carrer,Joan d'Àustria,7,08800,2 estrelles,24,12,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002693,Centro,Sant Feliu de Llobregat,082114,Baix Llobregat,Carrer,Laureà Miró,182,08980,2 estrelles,49,28,B60594793,"FISA I FILLS, SL",hotel,False,396,,,solo_registre,,,,False,municipio
HB-002694,Hostal Cèntric,Barcelona,080193,Barcelonès,Carrer,Casanova,13,08011,No aplica,52,24,B61659595,"CASANOVA 13, S.L.",hotel,False,451,,,solo_registre,,,,False,municipio
HB-002714,Hamsa House Hotel,Barcelona,080193,Barcelonès,Carrer,Nou de Zurbano,4,08002,No aplica,39,29,B66741547,"ROYAL PLAZA BARCELONA, S.L.",hotel,False,853,,,solo_registre,,,,False,municipio
HB-002721,Hostal Hill,Barcelona,080193,Barcelonès,Carrer,Provença,323,08037,No aplica,12,8,B61456232,"CIENTO UN AÑOS CAMPANY, SL",hotel,False,438,,,solo_registre,,,,False,municipio
HB-002726,Del Mar,Barcelona,080193,Barcelonès,Plaça,Pla de Palau,19,08003,3 estrelles,142,72,A08800971,CERTU SA,hotel,False,61,41.38209877451946,2.184042806145207,codigo_registro,,,,False,coordenada
HB-002733,U232,Barcelona,080193,Barcelonès,Carrer,Comte Urgell,232,08036,4 estrelles,186,102,B08236127,"Josel, SLU",hotel,False,205,41.389552632018436,2.1490560076474603,codigo_registro,,,,False,coordenada
HB-002741,Teruel,Barcelona,080193,Barcelonès,Plaça,Bonsuccés,6,08001,No aplica,13,8,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002743,Fonda Huix,Sabadell,081878,Vallès Occidental,Carrer,Sant Maties,135,08208,No aplica,32,19,B21815311,SORES GESTIONA 2025 S.L.,hotel,False,274,,,solo_registre,,,,False,municipio
HB-002753,HOTEL 139,Castelldefels,080569,Baix Llobregat,Passeig,de la Marina,139,08860,1 estrella,23,16,B63943971,TRAVEL RENTING SL,hotel,False,616,,,solo_registre,,,,False,municipio
HB-002757,H Top Amaika,Calella,080351,Maresme,Carrer,Diputació,2,08370,4 estrelles superior,448,228,B65445348,"BYHTOPHOTELSGROUP, S.L.",hotel,False,704,,,solo_registre,,,,False,municipio
HB-002775,Hostal Barcelona,Barcelona,080193,Barcelonès,Carrer,Roser,40,08004,No aplica,72,58,G61343497,"HITA NAVAL, SCP",hotel,False,986,,,solo_registre,,,,False,municipio
HB-002794,Derby,Barcelona,080193,Barcelonès,Carrer,Loreto,21,08029,4 estrelles,212,117,A08153173,"ESCATRI, S.A",hotel,False,15,41.38980186410714,2.141985641711951,codigo_registro,,,,False,coordenada
HB-002801,El Colorado,Castelldefels,080569,Baix Llobregat,Carrer,Doctor Fleming,13,08860,No aplica,10,6,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002812,HOTEL CHECKIN CATALONIA,Calella,080351,Maresme,Carrer,Sant Jaume,42-50,08370,3 estrelles,246,130,B72693963,"HOTELES REUNIDOS DE CALELLA, S.L.",hotel,False,929,,,solo_registre,,,,False,municipio
HB-002813,Continental,Calella,080351,Maresme,Carrer,Cervantes,101,08370,2 estrelles,287,147,A08803108,"DANEPI, SA",hotel,False,62,,,solo_registre,,,,False,municipio
HB-002816,Cantón,Barcelona,080193,Barcelonès,Carrer,Nou de Sant Francesc,40,08002,1 estrella,80,47,B65416992,"HOTEL CANTON,S.L.",hotel,False,699,41.3785383572826,2.1780663307951977,codigo_registro,,,,False,coordenada
HB-002835,Laforja,Barcelona,080193,Barcelonès,Carrer,Laforja,63,08021,No aplica,7,4,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002836,Renaissance,Barcelona,080193,Barcelonès,Carrer,Pau Claris,122,08009,5 estrelles,422,211,B86858602,"QFI DIPLOMATIC SPAIN, S.L.U.",hotel,False,950,41.39278915746396,2.167276383207326,codigo_registro,,,,False,coordenada
HB-002846,Galícia,Cardedeu,080462,Vallès Oriental,Carrer,Riera,27,08440,No aplica,26,19,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002851,RIO DE CASTRO,Barcelona,080193,Barcelonès,Avinguda,del Paral·lel,119,08004,No aplica,15,12,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002875,Aris,Barcelona,080193,Barcelonès,Carrer,Fontanella,14,08010,No aplica,11,6,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002891,Acci,Santa Coloma de Gramenet,082457,Barcelonès,Carrer,Bruc,1-3,08922,No aplica,24,17,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002895,Elkano,Barcelona,080193,Barcelonès,Carrer,Elkano,78,08004,No aplica,24,14,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002907,Hostal Conde Guell,Barcelona,080193,Barcelonès,Carrer,Comte de Güell,32,08028,No aplica,30,18,A66081035,HOTELES BESTPRICE SA,hotel,False,164,,,solo_registre,,,,False,municipio
HB-002912,Ramblas Barcelona,Barcelona,080193,Barcelonès,Carrer,Rambla,33,08002,3 estrelles,159,88,B64989098,"RAMBLAS PILAR HOTELES, S.L.",hotel,False,669,41.379049614922494,2.1748916125123254,codigo_registro,,,,False,coordenada
HB-002927,HOTEL BRICK (antigo Hotel Climent),Barcelona,080193,Barcelonès,Gran Via,de les Corts Catalanes,304,08004,1 estrella,56,35,B62601265,VITA PROJECTS SL,hotel,False,522,,,solo_registre,,,,False,municipio
HB-002935,Hostal Ballestero,Barcelona,080193,Barcelonès,Carrer,Manuel Sancho,2,08016,No aplica,34,26,J61624706,HOSTAL BALLESTERO,hotel,False,1004,,,solo_registre,,,,False,municipio
HB-002941,Summer Hotel,Calella,080351,Maresme,Carrer,Montnegre,15,08370,4 estrelles,143,74,B61449542,ECOHOTELS GESTIÓ SL,hotel,False,436,,,solo_registre,,,,False,municipio
HB-002952,KAKTUS PLAYA,Calella,080351,Maresme,Carrer,GAUDI,12,08370,5 estrelles,402,201,A58470022,"KAKTUS PLAYA, S.A.",hotel,False,120,,,solo_registre,,,,False,municipio
HB-002956,MUMM BY PILLOW,Vilanova i la Geltrú,083073,Garraf,Passeig,Marítim,88,08800,2 estrelles,24,12,B67126904,"PILLOW VILANOVA HOTEL,S.L.",hotel,False,886,,,solo_registre,,,,False,municipio
HB-002961,Mozart,Barcelona,080193,Barcelonès,Carrer,Mozart,15,08012,No aplica,19,15,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002962,Casa Maria,Mollet del Vallès,081249,Vallès Oriental,Carrer,Francesc Macià,67,08100,No aplica,9,7,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-002964,PEDRO III EL GRANDE,Vilafranca del Penedès,083054,Alt Penedès,Plaça,PENEDES,2,08720,3 estrelles,96,51,B66980533,PERE III PENEDES S.L.,hotel,False,870,,,solo_registre,,,,False,municipio
HB-002976,Hotel Alhambra,Santa Susanna,082613,Maresme,Avinguda,del Mar,19,08398,4 estrelles,379,216,A08230286,"SUSANNA, S.A.",hotel,False,22,,,solo_registre,,,,False,municipio
HB-002987,Piccadilly,Sitges,082704,Garraf,Carrer,Espalter,29,08870,3 estrelles,48,28,B60633054,"PICELTUR, S.L.",hotel,False,399,,,solo_registre,,,,False,municipio
HB-002998,Ca La Maria,Tordera,082845,Maresme,Barri,Sant Daniel,99,08490,No aplica,72,36,B59634451,"CA LA MARIA, SL",hotel,False,364,,,solo_registre,,,,False,municipio
HB-003022,Coll,Calella,080351,Maresme,Carrer,Sant Isidre,54,08370,No aplica,10,6,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003049,Hostal Ramos,Barcelona,080193,Barcelonès,Carrer,Hospital,36,08001,No aplica,43,29,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003052,Alpí,Granollers,080961,Vallès Oriental,Carrer,Álvarez de Castro,34,08402,No aplica,29,22,J08994196,"PENSIÓ ALPÍ, SCP",hotel,False,994,,,solo_registre,,,,False,municipio
HB-003055,Villa Romero,Granollers,080961,Vallès Oriental,Carretera,Masnou,95,08402,1 estrella,57,30,B62945696,"HOTEL RESIDENCIAL VALLÈS, SL",hotel,False,543,,,solo_registre,,,,False,municipio
HB-003061,Galícia,Canovelles,080410,Vallès Oriental,Carrer,Riera,69,08420,No aplica,20,16,J65981847,"BAR PENSIÓN GALICIA, SCP",hotel,False,1031,,,solo_registre,,,,False,municipio
HB-003063,Turó de l'Home,Santa Maria de Palautordera,082592,Vallès Oriental,Plaça,Major,6,08460,1 estrella,14,8,B61837142,"FONDA HOSTAL TURO DE L' HOME, SL",hotel,False,463,,,solo_registre,,,,False,municipio
HB-003065,LA SANTA MARIA,Sitges,082704,Garraf,Passeig,de la Ribera,52,08870,3 estrelles,62,36,B43666775,Alberts Restauracio S.L.,hotel,False,292,,,solo_registre,,,,False,municipio
HB-003069,Rosita,"Prat de Llobregat, el",081691,Baix Llobregat,Carrer,Gaiter del Llobregat,34,08820,No aplica,18,12,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003071,CARLOS III,"Prat de Llobregat, el",081691,Baix Llobregat,Carrer,Enric Borràs,50,08820,No aplica,29,18,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003078,Peiró,Barcelona,080193,Barcelonès,Carrer,Lafont,1-3,08004,No aplica,19,16,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003092,HOTEL IBERSOL ANTEMARE,Sitges,082704,Garraf,Carrer,d' Enric Morera,16,08870,4 estrelles,223,117,B64515695,"Che Prendi, S.L",hotel,False,645,,,solo_registre,,,,False,municipio
HB-003103,Hostal Els Avets,Sant Celoni,082021,Vallès Oriental,Carrer,Major,63,08470,No aplica,6,4,G59101659,"RESTAURANT ELS AVETS, SCP",hotel,False,983,,,solo_registre,,,,False,municipio
HB-003104,Hostal Bonanza,Sitges,082704,Garraf,Plaça,Doctor Robert,2,08870,No aplica,10,6,G59346650,"HOSTAL BONANZA, SCP",hotel,False,984,,,solo_registre,,,,False,municipio
HB-003116,Casablanca,Barcelona,080193,Barcelonès,Via,Laietana,23,08003,No aplica,14,8,E65475089,"PENSION CASABLANCA, CB",hotel,False,976,,,solo_registre,,,,False,municipio
HB-003122,Illa Cristina,Mataró,081213,Maresme,Plaça,Illa Cristina,1,08303,No aplica,22,12,B66114943,"ESTANCIAS MATARÓ, SL",hotel,False,772,,,solo_registre,,,,False,municipio
HB-003125,HOTEL RIVIERA,Santa Susanna,082613,Maresme,Avinguda,Mar,21,08398,4 estrelles,483,249,A17013731,OREGON SA,hotel,False,76,,,solo_registre,,,,False,municipio
HB-003141,"MY HABITUAL, SL",Malgrat de Mar,081108,Maresme,Carrer,de Mallorca,39,08380,No aplica,49,24,B67062141,My Habitual SL,hotel,False,878,,,solo_registre,,,,False,municipio
HB-003147,Brustar Gòtic,Barcelona,080193,Barcelonès,Ronda,Sant Pere,53,08010,No aplica,9,5,B65632945,"BRUSTARR ENSUITE LODGING, S.L.",hotel,False,716,,,solo_registre,,,,False,municipio
HB-003154,Peninsular,Barcelona,080193,Barcelonès,Carrer,Sant Pau,34,08001,1 estrella,100,59,A58335464,"HERR-CAT, SA",hotel,False,108,41.37962578754925,2.1725113181323525,codigo_registro,,,,False,coordenada
HB-003184,Mar Blau,Calella,080351,Maresme,Avinguda,Valldebanador,23,08370,3 estrelles,440,220,A08241929,"PLANURIA, S.A.",hotel,False,26,,,solo_registre,,,,False,municipio
HB-003201,Calella Park,Calella,080351,Maresme,Carrer,Jovara,257,08370,3 estrelles,103,54,B59785915,"GESTORA Y ADMINISTRADORA DE HOTELES, SL",hotel,False,368,,,solo_registre,,,,False,municipio
HB-003214,Esplai,Calella,080351,Maresme,Carrer,Ramón y Cajal,2-16,08370,3 estrelles,372,198,A08239683,"CORISA, SA",hotel,False,24,,,solo_registre,,,,False,municipio
HB-003216,Solvi,Vilanova i la Geltrú,083073,Garraf,Passeig,Ribes Roges,1,08800,2 estrelles,58,29,B65580037,"VISTAS VILANOVAMAR, SL",hotel,False,712,,,solo_registre,,,,False,municipio
HB-003221,Luna Park,Malgrat de Mar,081108,Maresme,Carrer,Cristobal Colon,12,08380,3 estrelles,281,144,B60506177,HOLU S.L.,hotel,False,394,,,solo_registre,,,,False,municipio
HB-003226,President,Calella,080351,Maresme,Carrer,Valldebanador,37,08370,3 estrelles,609,315,A08249393,CABASPRE SA,hotel,False,28,,,solo_registre,,,,False,municipio
HB-003231,Reymar,Malgrat de Mar,081108,Maresme,Passeig,Marítim,s/n,08380,3 estrelles,395,222,A08230252,"Mavian, SA",hotel,False,21,,,solo_registre,,,,False,municipio
HB-003233,Paradis Park,Pineda de Mar,081635,Maresme,Rambla,Catalunya,40,08397,3 estrelles,87,44,A08335135,HOTELES TURISTICOS SA,hotel,False,37,,,solo_registre,,,,False,municipio
HB-003249,Europark,Barcelona,080193,Barcelonès,Carrer,Aragó 323-325,323,08009,3 estrelles,197,105,B08214595,"EUROPARK, SL",hotel,False,204,41.39633228550639,2.170125055518385,codigo_registro,,,,False,coordenada
HB-003250,Mari Luz Eva,Barcelona,080193,Barcelonès,Carrer,Palau,4,08002,No aplica,18,13,B62868781,"PEIRO HOTELS, S.L. - C.UNIO, 20 - BARCELONA",hotel,False,536,,,solo_registre,,,,False,municipio
HB-003252,Paseo de Gracia,Barcelona,080193,Barcelonès,Passeig,Gràcia,102,08008,1 estrella,62,33,,,hotel,True,,41.39575189818473,2.1610230318551493,codigo_registro,,,,False,coordenada
HB-003272,ARENAS ATIRAM HOTEL,Barcelona,080193,Barcelonès,Carrer,del Capità Arenas,20,08034,4 estrelles,110,59,A08796518,LIHSA HOTELES SA,hotel,False,60,41.390447951286205,2.1262550338590867,codigo_registro,,,,False,coordenada
HB-003276,Volga,Calella,080351,Maresme,Carrer,Jovara,350,08370,4 estrelles,305,164,A08264657,"KAPOLBA, S.A.",hotel,False,31,,,solo_registre,,,,False,municipio
HB-003292,Hostal Drassanes,Barcelona,080193,Barcelonès,Carrer,Ample,7,08002,No aplica,20,13,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003293,Santa Susanna Resort,Santa Susanna,082613,Maresme,Carretera,N-II,KM 673,08398,3 estrelles,406,215,B62582358,"MARESME HOLLIDAYS, SL",hotel,False,518,,,solo_registre,,,,False,municipio
HB-003296,Bonanova Park,Barcelona,080193,Barcelonès,Carrer,Capità Arenas,51,08034,2 estrelles,102,60,B63031959,HOTEL BONANOVA PARK,hotel,False,554,41.393100552641435,2.1247964347068975,codigo_registro,,,,False,coordenada
HB-003303,H TOP CALELLA PALACE,Calella,080351,Maresme,Carrer,de Maria Cardona,10-40,08370,4 estrelles superior,671,339,B17943168,VEFOS MANAGEMENT SL,hotel,False,268,,,solo_registre,,,,False,municipio
HB-003304,Checkin Pineda,Pineda de Mar,081635,Maresme,Carrer,Església,76,08397,3 estrelles,305,157,B66458191,CHECKIN PINEDA S.L.,hotel,False,817,,,solo_registre,,,,False,municipio
HB-003305,H Top Olympic,Calella,080351,Maresme,Carrer,Benavente,s/n,08370,3 estrelles,1022,517,B17528068,PROYECTO EMPRESARIAL TENA SL,hotel,False,259,,,solo_registre,,,,False,municipio
HB-003319,Hostal la Lluna,Arenys de Mar,080060,Maresme,Carrer,Avall,52,08350,No aplica,17,10,B64559941,"HOSTAL LA LLUNA D'ARENYS, SL",hotel,False,647,,,solo_registre,,,,False,municipio
HB-003321,Hostal Univers,Calella,080351,Maresme,Carrer,Sant Jaume,219 Bis,08370,No aplica,50,25,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003322,Hostal El Pescador,Badalona,080155,Barcelonès,Carrer,Eduard Maristany,87,08912,No aplica,22,14,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003324,Siles,"Prat de Llobregat, el",081691,Baix Llobregat,Carretera,Aviació,34,08820,No aplica,43,29,J63192371,"HOSTAL CAL SILES, SCP",hotel,False,1007,,,solo_registre,,,,False,municipio
HB-003336,Hostal River,Barcelona,080193,Barcelonès,Carrer,Sant Pau,15,08001,No aplica,35,24,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003342,Mercure Barcelona Condor,Barcelona,080193,Barcelonès,Via,AUGUSTA,127,08006,4 estrelles,169,78,B66544511,GESCONDOR 2015 SL,hotel,False,827,41.400007976119575,2.145241473761365,codigo_registro,,,,False,coordenada
HB-003347,L'Avet Blau,Fogars de Montclús,080811,Vallès Oriental,Carretera,Sant Celoni-Sant Marçal,KM 21,08470,No aplica,18,9,J58501305,"DISSOL, S.C.P.",hotel,False,997,,,solo_registre,,,,False,municipio
HB-003356,Sant Antoni Hostal - Sustainable tourism,Barcelona,080193,Barcelonès,Carrer,de Villarroel,47,08011,No aplica,16,10,B65935553,tourism click online slu,hotel,False,744,,,solo_registre,,,,False,municipio
HB-003364,AC Victoria Suites,Barcelona,080193,Barcelonès,Carrer,Beltrán i Rózpide,7-9,08034,4 estrelles,122,58,B08155236,INMOBILIARIA Y PROYECTOS SL,hotel,False,197,41.38920413619536,2.121442473186611,codigo_registro,,,,False,coordenada
HB-003368,Amaraigua,Malgrat de Mar,081108,Maresme,Passeig,Pins,7,08380,4 estrelles,165,88,B61449542,ECOHOTELS GESTIÓ SL,hotel,False,436,,,solo_registre,,,,False,municipio
HB-003372,Solifemar,Castelldefels,080569,Baix Llobregat,Passeig,Marítim,38-42,08860,2 estrelles,88,44,B65004483,"APARTAMENTOS SOLIFEMAR, S.L.",hotel,False,673,,,solo_registre,,,,False,municipio
HB-003375,Bar Pensió Cerdanyola,Cerdanyola del Vallès,082665,Vallès Occidental,Carrer,Nord,3,08290,No aplica,12,9,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003376,Portbou,Barcelona,080193,Barcelonès,Carrer,Comerç,29,08003,No aplica,9,6,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003387,Europa Splash,Malgrat de Mar,081108,Maresme,Passeig,Marítim,76,08380,4 estrelles superior,258,137,B65803694,"PERA FINTAX, SL",hotel,False,728,,,solo_registre,,,,False,municipio
HB-003391,Fàtima,Granollers,080961,Vallès Oriental,Carretera,Caldes,40,08403,No aplica,57,38,B64078181,"PENSIO FATIMA, SL",hotel,False,622,,,solo_registre,,,,False,municipio
HB-003398,Gatell,Vilanova i la Geltrú,083073,Garraf,Carrer,Puigcerdà,12-16,08800,1 estrella,81,60,B65994014,INVER OLD 2013 SL,hotel,False,753,,,solo_registre,,,,False,municipio
HB-003405,Miño,Castelldefels,080569,Baix Llobregat,Passeig,Pins,11,08860,1 estrella,36,18,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003411,Alba,Barcelona,080193,Barcelonès,Carrer,Hospital,83,08001,3 estrelles,20,14,A61401758,"AFLOTE DE ROFLES, SA",hotel,False,157,41.38031962918608,2.1700623712630063,codigo_registro,,,,False,coordenada
HB-003420,El Mesón,Badalona,080155,Barcelonès,Carrer,Víctor Balaguer,23,08910,No aplica,21,15,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003443,Coronado,Barcelona,080193,Barcelonès,Carrer,Nou de la Rambla,134,08004,1 estrella,60,30,,,hotel,True,,41.373383475582244,2.1682419408357427,codigo_registro,,,,False,coordenada
HB-003451,Hostal Barcelona Rambla,Barcelona,080193,Barcelonès,Carrer,Nou de la Rambla,50,08001,No aplica,42,29,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-003463,Melià Barcelona,Barcelona,080193,Barcelonès,Avinguda,Sarrià,50,08029,5 estrelles,642,333,A78304516,MELIA HOTELS INTERNACIONAL SA,hotel,False,166,41.391069780547305,2.1420082494613,codigo_registro,,,,False,coordenada
HB-003468,Iris,Malgrat de Mar,081108,Maresme,Carrer,Sant Esteve,84,08380,1 estrella,24,12,B61005039,"ALBOCORA 96, SL",hotel,False,413,,,solo_registre,,,,False,municipio
HB-003479,Hostal Bell Sol,Pineda de Mar,081635,Maresme,Passeig,Marítim,46,08397,No aplica,30,15,E58131301,"BELL-SOL DE A Y S TRIAS, CB",hotel,False,966,,,solo_registre,,,,False,municipio
HB-003487,HOTEL SOFIA,Barcelona,080193,Barcelonès,Plaça,de Pius XII,4,08034,Gran luxe,869,466,B96762166,"HOTEL SOFIA BARCELONA OPCO, S.L",hotel,False,962,41.38655957403626,2.123127261001395,codigo_registro,,,,False,coordenada
HB-003505,Xurin,Cardedeu,080462,Vallès Oriental,Avinguda,Rei en Jaume,4,08440,3 estrelles,55,30,B60242252,"HOTEL XURIN, SL",hotel,False,383,,,solo_registre,,,,False,municipio
HB-003542,NH Sants Barcelona,Barcelona,080193,Barcelonès,Carrer,Numància,72-74,08029,4 estrelles,347,203,B58511882,NH HOTELES ESPAÑA S.A.  ( Hotel NH BARCELONA CENTRO ),hotel,False,336,41.384607363201255,2.13783478351816,codigo_registro,,,,False,coordenada
HB-003566,Nou Raval,Barcelona,080193,Barcelonès,Carrer,Hospital,107,08001,No aplica,30,21,,,hotel,True,,,,solo_registre,,,,False,municipio
