nif,titular_id
B62396536,1874
B62401864,1875
B62409941,1876
B62411434,1877
B62421029,1878
B62430491,1879
B62435649,1880
B62444906,1881
B62446075,1882
B62446356,1883
B62447271,1884
B62456900,1885
B62459599,1886
B62461637,1887
B62463773,1888
B62468681,1889
B62472329,1890
B62472394,1891
B62473145,1892
B62488002,1893
B62488960,1894
B62489299,1895
B62492368,1896
B62499256,1897
B62503057,1898
B62509609,1899
B62519756,1900
B62520911,1901
B62523014,1902
B62531264,1903
B62533468,1904
B62533906,1905
B62536115,1906
B62539408,1907
B62540810,1908
B62547450,1909
B62547500,1910
B62547773,1911
B62555982,1912
B62556576,1913
B62559802,1914
B62560974,1915
B62564091,1916
B62577895,1917
B62584644,1918
B62586565,1919
B62586862,1920
B62589015,1921
B62592696,1922
B62594023,1923
B62601273,1924
B62607668,1925
B62611512,1926
B62613559,1927
B62615158,1928
B62616891,1929
B62620422,1930
B62621271,1931
B62624564,1932
B62626080,1933
B62633979,1934
B62649439,1935
B62652052,1936
B62665781,1937
B62674247,1938
B62683388,1939
B62685011,1940
B62689872,1941
B62706890,1942
B62706908,1943
B62710991,1944
B62719653,1945
B62719919,1946
B62729124,1947
B62730841,1948
B62742457,1949
B62744297,1950
B62752407,1951
B62756762,1952
B62759378,1953
B62772157,1954
B62772892,1955
B62778402,1956
B62783147,1957
B62789094,1958
B62811815,1959
B62828785,1960
B62834296,1961
B62843321,1962
B62847520,1963
B62848361,1964
B62851068,1965
B62853155,1966
B62859236,1967
B62859491,1968
B62862008,1969
B62863188,1970
B62866801,1971
B62872122,1972
B62874003,1973
B62876313,1974
B62879887,1975
B62879929,1976
B62884853,1977
B62888482,1978
B62893144,1979
B62908439,1980
B62910906,1981
B62941752,1982
B62943295,1983
B62944418,1984
B62950654,1985
B62964507,1986
B62978002,1987
B62987631,1988
B62992540,1989
B62996277,1990
B62998091,1991
B63000202,1992
B63001341,1993
B63004253,1994
B63010904,1995
B63011266,1996
B63014393,1997
B63014583,1998
B63018717,1999
B63019822,2000
B63026587,2001
B63032445,2002
B63036552,2003
B63040315,2004
B63049290,2005
B63054647,2006
B63057046,2007
B63057988,2008
B63069983,2009
B63081921,2010
B63082820,2011
B63087159,2012
B63090070,2013
B63093132,2014
B63101182,2015
B63102701,2016
B63114763,2017
B63122501,2018
B63140826,2019
B63158125,2020
B63193080,2021
B63193379,2022
B63199582,2023
B63220883,2024
B63222095,2025
B63229579,2026
B63232094,2027
B63235337,2028
B63247324,2029
B63253454,2030
B63262968,2031
B63263347,2032
B63264923,2033
B63266738,2034
B63278618,2035
B63286876,2036
B63299994,2037
B63304323,2038
B63310072,2039
B63311500,2040
B63315535,2041
B63323232,2042
B63335137,2043
B63339220,2044
B63340335,2045
B63345557,2046
B63346795,2047
B63352215,2048
B63355085,2049
B63355259,2050
B63363360,2051
B63363717,2052
B63364814,2053
B63364830,2054
B63366421,2055
B63374367,2056
B63376057,2057
B63377436,2058
B63393110,2059
B63394597,2060
B63397095,2061
B63397103,2062
B63398630,2063
B63399489,2064
B63405849,2065
B63406326,2066
B63406573,2067
B63407100,2068
B63409460,2069
B63416812,2070
B63420418,2071
B63425383,2072
B63432173,2073
B63433312,2074
B63434179,2075
B63437248,2076
B63449979,2077
B63461719,2078
B63462717,2079
B63463046,2080
B63468342,2081
B63468979,2082
B63470223,2083
B63478572,2084
B63486690,2085
B63492045,2086
B63496186,2087
B63498505,2088
B63499560,2089
B63500425,2090
B63515332,2091
B63529119,2092
B63538995,2093
B63539795,2094
B63543565,2095
B63544258,2096
B63551469,2097
B63553176,2098
B63555767,2099
B63556179,2100
B63559868,2101
B63565725,2102
B63565972,2103
B63565998,2104
B63576573,2105
B63584494,2106
B63594725,2107
B63600712,2108
B63601066,2109
B63610448,2110
B63612790,2111
B63622690,2112
B63623003,2113
B63632145,2114
B63633283,2115
B63634935,2116
B63636831,2117
B63645139,2118
B63651723,2119
B63651871,2120
B63653471,2121
B63655328,2122
B63659213,2123
B63665566,2124
B63668487,2125
B63669659,2126
B63671846,2127
B63673669,2128
B63683742,2129
B63684906,2130
B63686752,2131
B63686786,2132
B63687206,2133
B63688980,2134
B63696199,2135
B63696843,2136
B63696850,2137
B63697577,2138
B63698658,2139
B63699862,2140
B63700264,2141
B63700298,2142
B63709034,2143
B63710065,2144
B63718316,2145
B63719439,2146
B63722565,2147
B63724728,2148
B63735625,2149
B63737365,2150
B63737449,2151
B63744882,2152
B63746838,2153
B63749618,2154
B63749667,2155
B63751671,2156
B63753974,2157
B63754113,2158
B63762256,2159
B63771224,2160
B63771521,2161
B63775654,2162
B63776397,2163
B63778203,2164
B63778229,2165
B63781371,2166
B63786594,2167
B63786776,2168
B63807432,2169
B63807531,2170
B63811095,2171
B63818587,2172
B63818744,2173
B63820857,2174
B63835839,2175
B63844252,2176
B63854509,2177
B63856561,2178
B63858179,2179
B63858799,2180
B63859664,2181
B63863997,2182
B63868962,2183
B63874176,2184
B63889406,2185
B63890727,2186
B63896013,2187
B63897979,2188
B63907422,2189
B63920821,2190
B63922702,2191
B63926257,2192
B63927370,2193
B63930937,2194
B63932784,2195
B63936447,2196
B63955074,2197
B63955280,2198
B63965834,2199
B63975429,2200
B63975759,2201
B63978829,2202
B63988158,2203
B63990337,2204
B63998835,2205
B63999536,2206
B64002322,2207
B64003916,2208
B64005176,2209
B64006042,2210
B64006463,2211
B64007636,2212
B64018195,2213
B64020241,2214
B64024045,2215
B64031362,2216
B64033418,2217
B64039522,2218
B64040694,2219
B64042849,2220
B64044688,2221
B64068919,2222
B64076359,2223
B64077928,2224
B64082258,2225
B64089881,2226
B64092646,2227
B64094253,2228
B64096811,2229
B64104961,2230
B64115512,2231
B64118631,2232
B64124654,2233
B64124951,2234
B64126873,2235
B64140833,2236
B64143852,2237
B64154016,2238
B64162936,2239
B64165657,2240
B64169618,2241
B64174022,2242
B64180961,2243
B64183049,2244
B64194129,2245
B64200629,2246
B64201056,2247
B64203763,2248
B64207129,2249
B64208382,2250
B64220072,2251
B64223001,2252
B64226038,2253
B64228190,2254
B64228695,2255
B64240666,2256
B64257991,2257
B64260078,2258
B64266331,2259
B64268766,2260
B64274269,2261
B64278799,2262
B64285588,2263
B64290406,2264
B64294655,2265
B64303589,2266
B64320245,2267
B64328594,2268
B64331051,2269
B64331655,2270
B64339005,2271
B6433905B,2272
B64342819,2273
B64342918,2274
B64377179,2275
B64394596,2276
B64405251,2277
B64407216,2278
B64408453,2279
B64416217,2280
B64419310,2281
B64423593,2282
B64427446,2283
B64443153,2284
B64454283,2285
B64456502,2286
B64466634,2287
B64502867,2288
B64506553,2289
B64508005,2290
B64521081,2291
B64525256,2292
B64533219,2293
B64535545,2294
B64541675,2295
B64545486,2296
B64548274,2297
B64564081,2298
B64570195,2299
B64592223,2300
B64593924,2301
B64598394,2302
B64608342,2303
B64614951,2304
B64617830,2305
B64632607,2306
B64660293,2307
B64677107,2308
B64677578,2309
B64697220,2310
B64733199,2311
B64736432,2312
B64753031,2313
B64757636,2314
B64767122,2315
B64771165,2316
B64773898,2317
B64775596,2318
B64775646,2319
B64789738,2320
B64791818,2321
B64794480,2322
B64796881,2323
B64809031,2324
B64817851,2325
B64850415,2326
B64850639,2327
B64863616,2328
B64867781,2329
B64874530,2330
B64876808,2331
B64892888,2332
B64916596,2333
B64918758,2334
B64919475,2335
B64923121,2336
B64938541,2337
B64946171,2338
B64948045,2339
B64975923,2340
B64977101,2341
B64977655,2342
B64982598,2343
B64992845,2344
B64998669,2345
B64999600,2346
B65004814,2347
B65008070,2348
B65009250,2349
B65021883,2350
B65035420,2351
B65041022,2352
B65065245,2353
B65075434,2354
B65087363,2355
B65098535,2356
B65100851,2357
B65112443,2358
B65124554,2359
B65126930,2360
B65142515,2361
B65148108,2362
B65149379,2363
B65167405,2364
B65172843,2365
B65187718,2366
B65191173,2367
B65216228,2368
B65217200,2369
B65218943,2370
B65219487,2371
B65220493,2372
B65237968,2373
B65250003,2374
B65259731,2375
B65271934,2376
B65280299,2377
B65300881,2378
B65308181,2379
B65337461,2380
B65342586,2381
B65344806,2382
B65349458,2383
B65374803,2384
B65385908,2385
B65395949,2386
B65396418,2387
B65418618,2388
B65440851,2389
B65443830,2390
B65448755,2391
B65453805,2392
B65456006,2393
B65473860,2394
B65483331,2395
B65485567,2396
B65503682,2397
B65504086,2398
B65504169,2399
B65518334,2400
B65528101,2401
B65528606,2402
B65530008,2403
B65533770,2404
B65538969,2405
B65547689,2406
B65549875,2407
B65563843,2408
B65579146,2409
B65579997,2410
B65582314,2411
B65584930,2412
B65595332,2413
B65613432,2414
B65614489,2415
B65619967,2416
B65631871,2417
B65645103,2418
B65658148,2419
B65666588,2420
B65666968,2421
B65671109,2422
B65689101,2423
B65689937,2424
B65698664,2425
B65699852,2426
B65709685,2427
B65715435,2428
B65722456,2429
B65728099,2430
B65734212,2431
B65739989,2432
B65751083,2433
B65763880,2434
B65790107,2435
B65798761,2436
B65816175,2437
B65828014,2438
B65837692,2439
B65846586,2440
B65847238,2441
B65849804,2442
B65850943,2443
B65855685,2444
B65860876,2445
B65861049,2446
B65869976,2447
B65874703,2448
B65880031,2449
B65880924,2450
B65882904,2451
B65883670,2452
B65889123,2453
B65890972,2454
B65898132,2455
B65903486,2456
B65911281,2457
B65912222,2458
B65916371,2459
B65923013,2460
B65926941,2461
B65926974,2462
B65946170,2463
B65950461,2464
B65985624,2465
B65985988,2466
B65989667,2467
B65991291,2468
B66009432,2469
B66011750,2470
B66015249,2471
B66015827,2472
B66021163,2473
B66028473,2474
B66029984,2475
B66036104,2476
B66040528,2477
B66043779,2478
B66044595,2479
B66045220,2480
B66046186,2481
B66048398,2482
B66052168,2483
B66057084,2484
B66060583,2485
B66062621,2486
B66067158,2487
B66071309,2488
B66077272,2489
B66077512,2490
B66079690,2491
B66094285,2492
B66097478,2493
B66103169,2494
B66103748,2495
B66104449,2496
B66110230,2497
B66118548,2498
B66128463,2499
B66132739,2500
B66132838,2501
B66136334,2502
B66144270,2503
B66154485,2504
B66157090,2505
B66159898,2506
B66163502,2507
B66169103,2508
B66171448,2509
B66191677,2510
B66200742,2511
B66202748,2512
B66203282,2513
B66214693,2514
B66215237,2515
B66225889,2516
B66228768,2517
B66230558,2518
B66246976,2519
B66252610,2520
B66253592,2521
B66258997,2522
B66272774,2523
B66275629,2524
B66281759,2525
B66289455,2526
B66295858,2527
B66297623,2528
B66308727,2529
B66308982,2530
B66310061,2531
B66318080,2532
B66319211,2533
B66321043,2534
B66322785,2535
B66334285,2536
B66335431,2537
B66339102,2538
B66350471,2539
B66358045,2540
B66365792,2541
B66366394,2542
B66369026,2543
B66369208,2544
B66370313,2545
B66390014,2546
B66393364,2547
B66401019,2548
B66403809,2549
B66404062,2550
B66407495,2551
B66420787,2552
B66425711,2553
B66428012,2554
B66429234,2555
B66430976,2556
B66432758,2557
B66461237,2558
B66461716,2559
B66462516,2560
B66463688,2561
B66471525,2562
B66481516,2563
B66490343,2564
B66497819,2565
B66507245,2566
B66507252,2567
B66510355,2568
B66515065,2569
B66531831,2570
B66533977,2571
B66540873,2572
B66542069,2573
B66546649,2574
B66555368,2575
B66555954,2576
B66557059,2577
B66564626,2578
B66567256,2579
B66571811,2580
B66584616,2581
B66585514,2582
B66590688,2583
B66592445,2584
B66598012,2585
B66604984,2586
B66612151,2587
B66612482,2588
B66616335,2589
B66616541,2590
B66618240,2591
B66623646,2592
B66628363,2593
B66628751,2594
B66629825,2595
B66634023,2596
B66639006,2597
B66642869,2598
B66643891,2599
B66652371,2600
B66652389,2601
B66652397,2602
B66658154,2603
B66659400,2604
B66668120,2605
B66670480,2606
B66675802,2607
B66678640,2608
B66681578,2609
B66681594,2610
B66681628,2611
B66687799,2612
B66695446,2613
B66704800,2614
B66706060,2615
B66708660,2616
B66711367,2617
B66715111,2618
B66717273,2619
B66718149,2620
B66719618,2621
B66725318,2622
B66730573,2623
B66735531,2624
B66755802,2625
B66756198,2626
B66761917,2627
B66767633,2628
B66771965,2629
B66775719,2630
B66779596,2631
B66781105,2632
B66786674,2633
B66788613,2634
B66792029,2635
B66792383,2636
B66792490,2637
B66799909,2638
B66814526,2639
B66814880,2640
B66820994,2641
B66826405,2642
B66836834,2643
B66837394,2644
B66839341,2645
B66849811,2646
B66860529,2647
B66863481,2648
B66865262,2649
B66865338,2650
B66870387,2651
B66870916,2652
B66872284,2653
B66875584,2654
B66876475,2655
B66879040,2656
B66880238,2657
B66883992,2658
B66886094,2659
B66888736,2660
B66890740,2661
B66893686,2662
B66903576,2663
B66907643,2664
B66908013,2665
B66910100,2666
B66913757,2667
B66913922,2668
B66926197,2669
B66939943,2670
B66940750,2671
B66950478,2672
B66951443,2673
B66952037,2674
B66958463,2675
B66961855,2676
B66961905,2677
B66964594,2678
B66965427,2679
B66971409,2680
B66973066,2681
B66973801,2682
B66982059,2683
B66984188,2684
B66989781,2685
B66992025,2686
B66992942,2687
B66996265,2688
B67006718,2689
B67009258,2690
B67011056,2691
B67012385,2692
B67021139,2693
B67022996,2694
B67024257,2695
B67027946,2696
B67046862,2697
B67059493,2698
B67062380,2699
B67064782,2700
B67068049,2701
B67068999,2702
B67078048,2703
B67083980,2704
B67084608,2705
B67108282,2706
B67124826,2707
B67125211,2708
B67125229,2709
B67125286,2710
B67127332,2711
B67127969,2712
B67128520,2713
B67135087,2714
B67141309,2715
B67148163,2716
B67154328,2717
B67160143,2718
B67160697,2719
B67170431,2720
B67184739,2721
B67185280,2722
B67196014,2723
B67199984,2724
B67204313,2725
B67212712,2726
B67213207,2727
B67213736,2728
B67219931,2729
B67220962,2730
B67228775,2731
B67230839,2732
B67234468,2733
B67236331,2734
B67240622,2735
B67242370,2736
B67243691,2737
B67251256,2738
B67252619,2739
B67260133,2740
B67260661,2741
B67261479,2742
B67264580,2743
B67265603,2744
B67267682,2745
B67279166,2746
B67279422,2747
B67281832,2748
B67292433,2749
B67292581,2750
B67294801,2751
B67310342,2752
B67315234,2753
B67324871,2754
B67325142,2755
B67338558,2756
B67356352,2757
B67360735,2758
B67363507,2759
B67374751,2760
B67375170,2761
B67380576,2762
B67383679,2763
B67386748,2764
B67390153,2765
B67402867,2766
B67420125,2767
B67423004,2768
B67425397,2769
B67427195,2770
B67440131,2771
B67445452,2772
B67447862,2773
B67453092,2774
B67458562,2775
B67467589,2776
B67475079,2777
B67480095,2778
B67482562,2779
B67485334,2780
B67486522,2781
B67492553,2782
B67492843,2783
B67496042,2784
B67515544,2785
B67518936,2786
B67527598,2787
B67532523,2788
B67532549,2789
B67541169,2790
B67557728,2791
B67558106,2792
B67558627,2793
B67585976,2794
B67588616,2795
B67595389,2796
B67606244,2797
B67615138,2798
B67622233,2799
B67671446,2800
B67819524,2801
B67829762,2802
B67863860,2803
B67910471,2804
B67969410,2805
B70212683,2806
B70643481,2807
B70808175,2808
B70894571,2809
B70924568,2810
B72422470,2811
B72611742,2812
B72634827,2813
B72647084,2814
B72785512,2815
B72803513,2816
B72890288,2817
B72911670,2818
B73296915,2819
B75407338,2820
B75581298,2821
B75776534,2822
B75973461,2823
B78854635,2824
B79265351,2825
B82087750,2826
B82225319,2827
B83004366,2828
B83389585,2829
B83455832,2830
B83475418,2831
B83506675,2832
B83630913,2833
B83997882,2834
B84785492,2835
B85230860,2836
B85294866,2837
B85682581,2838
B86227832,2839
B86413911,2840
B86678174,2841
B86827219,2842
B87227450,2843
B87441267,2844
B87559696,2845
B87580353,2846
B88645460,2847
B88888888,2848
B91690749,2849
B92837632,2850
B93350213,2851
B94040615,2852
B94047107,2853
B95362158,2854
B97644314,2855
B97699169,2856
B97762702,2857
B97763197,2858
B97879894,2859
B98163389,2860
B98480189,2861
B98894579,2862
B99304008,2863
E01615186,2864
E01616259,2865
E04985412,2866
E06991673,2867
E09769969,2868
E09837774,2869
E10894244,2870
E12902201,2871
E13710405,2872
E16412728,2873
E16932998,2874
E19371582,2875
E26993923,2876
E42976159,2877
E43703966,2878
E44814762,2879
E44857126,2880
E55071617,2881
E55268056,2882
E55571707,2883
E56267024,2884
E58135054,2885
E58209859,2886
E58638149,2887
E58646126,2888
E58920919,2889
E58958752,2890
E60342623,2891
E60490398,2892
E60603131,2893
E60693116,2894
E60695533,2895
E60756491,2896
E61127593,2897
E61561247,2898
E62015979,2899
E62128087,2900
E62451059,2901
E62471982,2902
E62516109,2903
E62892989,2904
E63038962,2905
E63097018,2906
E63215644,2907
E63370399,2908
E63436935,2909
E63516033,2910
E63576797,2911
E63671242,2912
E63675995,2913
E63818520,2914
E63960447,2915
E63978621,2916
E64043078,2917
E64104987,2918
E64164833,2919
E64215163,2920
E64231947,2921
E64408917,2922
E64416316,2923
E64465297,2924
E64472665,2925
E64493257,2926
E64569312,2927
E64578610,2928
E64580681,2929
E64616113,2930
E64637085,2931
E64638356,2932
E64638943,2933
E64713480,2934
E64721699,2935
E64760762,2936
E64816317,2937
E64856149,2938
E64867153,2939
E64867179,2940
E64982119,2941
E64994643,2942
E65014805,2943
E65022071,2944
E65069692,2945
E65154825,2946
E65220402,2947
E65464794,2948
E65476228,2949
E65479859,2950
E65514507,2951
E65567521,2952
E65599383,2953
E65604167,2954
E65641201,2955
E65660789,2956
E65703357,2957
E65703928,2958
E65704330,2959
E65769598,2960
E65775538,2961
E65792871,2962
E65824955,2963
E65917932,2964
E65936155,2965
E65940991,2966
E65949448,2967
E65964793,2968
E65984023,2969
E65989170,2970
E66030354,2971
E66075789,2972
E66077942,2973
E66091794,2974
E66092537,2975
E66096918,2976
E66114521,2977
E66151077,2978
E66156217,2979
E66190372,2980
E66204348,2981
E66229055,2982
E66235664,2983
E66255530,2984
E66259938,2985
E66284845,2986
E66302563,2987
E66313602,2988
E66384868,2989
E66391269,2990
E66396425,2991
E66404898,2992
E66407982,2993
E66477050,2994
E66486465,2995
E66503905,2996
E66512005,2997
E66545302,2998
E66566217,2999
E66595489,3000
E66599879,3001
E66623232,3002
E66627035,3003
E66698986,3004
E66715335,3005
E66761347,3006
E66835117,3007
E66844796,3008
E66862970,3009
E66935644,3010
E66963281,3011
E66968603,3012
E66977307,3013
E67010009,3014
E67057588,3015
E67158980,3016
E67227918,3017
E67242677,3018
E67323048,3019
E67372805,3020
E67399295,3021
E67424184,3022
E67454355,3023
E67534362,3024
E67543918,3025
E67581082,3026
E67700534,3027
E67718163,3028
E70852462,3029
E83848291,3030
E99383069,3031
F61692059,3032
F62839022,3033
F67088161,3034
F67207704,3035
G08197774,3036
G08241036,3037
G08486268,3038
G08521304,3039
G08803629,3040
G51279363,3041
G58468125,3042
G58472358,3043
G58692500,3044
G58962234,3045
G59180141,3046
G62727292,3047
G63547228,3048
G63672257,3049
G63808646,3050
G63875959,3051
G64682586,3052
G66691775,3053
G79508701,3054
H59411785,3055
H59664862,3056
J60870508,3057
J62669239,3058
J63260921,3059
J63386833,3060
J63672257,3061
J64562168,3062
J65264301,3063
J65498982,3064
J66305806,3065
J66312471,3066
J66331075,3067
N0014306E,3068
N0014816C,3069
N0017190J,3070
N0017238G,3071
N0017774A,3072
N0027967I,3073
N0028400J,3074
N0056616F,3075
N0082556B,3076
N0087329I,3077
N0093983E,3078
N0099113C,3079
N0173486B,3080
N0173592G,3081
N0174633H,3082
N0235858H,3083
N0239115I,3084
N0258305B,3085
N0273127A,3086
N0302662B,3087
N0304337I,3088
N0324018A,3089
N0324265H,3090
N0393857H,3091
N0393975H,3092
N2503640A,3093
N2503777A,3094
N4007203E,3095
N4008289C,3096
N4423131D,3097
N4801253H,3098
N52416601,3099
N5311004E,3100
P50941199,3101
R0800007G,3102
R0800043B,3103
R7800982F,3104
Y7193127Y,3105
Z0900008Z,3106
Z0900454Z,3107
