licencia_id,nombre_comercial,direccion_consultada,lat,lon,etiqueta_icgc,geocodificado
HB-004708,RETROME,"Carrer de Girona 81, Barcelona",41.39524186,2.17038759,,True
HB-004709,Canigó,"Passatge Flaugier 31, Barcelona",41.41535161,2.1770461,,True
HB-004713,Hostal Ginebra Lux,"Rambla Catalunya 1, Barcelona",41.38751781,2.16804398,,True
HB-004714,Hostal Ginebra Superior,"Rambla Catalunya 1, Barcelona",41.38751781,2.16804398,,True
HB-004715,Bed  Break,"Carrer Diputació 327, Barcelona",41.39385457,2.1714582,,True
HB-004722,Casa Mathilda,"Carrer Roger de Lluria 125, Barcelona",41.3969604,2.16359769,,True
HB-004735,Flats Rent Store,"Avinguda Diagonal 320 Bis, Barcelona",,,,False
HB-004740,Magatzem 128,"Carrer Calàbria 128, Barcelona",41.3810616,2.1534093,,True
HB-004741,MY PILLOW GUESTHOUSE,"Carrer de Malgrat 40, Barcelona",41.42826978,2.17990496,,True
HB-004747,wander,"Carrer Montserrat 13, Barcelona",41.37715017,2.17507056,,True
HB-004753,THE MOODS CATEDRAL,"Plaça de Ramon Berenguer el Gran 2, Barcelona",41.38460127,2.17744791,,True
HB-004758,Bcn NiceCozy,"Carrer Chapí 83, Barcelona",41.432536,2.1585679,,True
HB-004766,Hostal Oliveta,"Carrer Poeta Cabanyes 18, Barcelona",41.37415368,2.16553563,,True
HB-004844,COOLROOMS MALDA,"Carrer DEL PI 5, Barcelona",41.38313715,2.1739156,,True
HB-004859,ALBERGUE DELFOS,"Ronda de Sant Antoni 61, Barcelona",41.38465103,2.16371175,,True
HB-004867,CAMI,"Carrer de Casp 22, Barcelona",41.38932106,2.17083587,,True
HB-004910,HOTEL CASA LUZ,"Ronda Universitat 1, Barcelona",41.38617162,2.16488015,,True
HB-004913,BELVILLAGE,"Carrer Diputació 453, Barcelona",41.40044409,2.18027427,,True
HB-004917,Bed  stayup Gràcia,"Carrer Gran de Gràcia 26, Barcelona",41.39857212,2.15710942,,True
HB-004939,Casa Filomena,"Carrer Major de Sarrià 95, Barcelona",41.39953978,2.12170843,,True
HB-004954,HOSTAL DIAGONAL,"Avinguda Diagonal 369, Barcelona",41.39704751,2.16252283,,True
HB-004964,LIMEHOME BARCELONA,"Carrer Besalú 82, Barcelona",41.41579721,2.18521576,,True
HB-004996,"Vía Sants Hotel Barcelona, Tapestry Collection by Hilton","Carrer de Nicaragua 5, Barcelona",41.38153869,2.14337256,,True
HB-005002,ARCELON HOTEL,"Carrer MALLORCA 661, Barcelona",41.41440273,2.18977662,,True
HB-005030,HOTEL LINCOLN LOUNGE,"Carrer de Lincoln 13, Barcelona",41.40035156,2.15007493,,True
HB-005036,"Labtwentytwo Barcelona, a Tribute Portfolio Hotel","Carrer del Perú 102, Barcelona",41.40887546,2.19690833,,True
HB-005059,Leonardo Royal Hotel Barcelona Fira,"Carrer dels Alts Forns 40, Barcelona",41.35756502,2.13842119,,True
HB-005060,One shot Arago,"Carrer d Aragó 257, Barcelona",41.3916616,2.16393879,,True
HB-005102,Hotel BESTPRICE Maragall,"Carrer SEGLE XX 3, Barcelona",41.4223276,2.17843103,,True
HB-005108,Hotel Bypillow Maragall,"Passeig Maragall 103, Barcelona",41.418718,2.18036479,,True
