licencia_id,nombre_comercial,tipo,municipio,codi_ine,barrio,categoria,estrellas,tipo_alojamiento,plazas,habitaciones,titular_id,lat,lon,precision,precio_noche_final,banda_precio,precio_plaza,banda_plaza,precio_es_estimado,apoyo_estimacion
HB-002226,Chavarria,hotel,Sant Joan Despí,082172,,No aplica,,,11.0,9.0,,41.37038249,2.05848203,geocodificada,,,,,,
HB-002253,Aneto,hotel,Barcelona,080193,el Raval,1 estrella,1.0,hotel_estrellas,28.0,16.0,964.0,41.38208176030717,2.169791173399842,exacta,134.50999450683594,€€,76.86,€€€,True,suficiente
HB-002264,Càmping Masnou,hotel,"Masnou, el",081189,,No aplica,,,18.0,9.0,547.0,,,,,,,,,
HB-002275,HOSTAL TERMES S.L.,hotel,Sitges,082704,,No aplica,,,24.0,12.0,442.0,41.23729842,1.80525151,geocodificada,,,,,,
HB-002278,Ventura,hotel,Montcada i Reixac,081252,,No aplica,,,21.0,13.0,,41.49629034,2.1828861,geocodificada,,,,,,
HB-002279,Oasis,hotel,Barcelona,080193,"Sant Pere, Santa Caterina i la Ribera",2 estrelles,2.0,hotel_estrellas,141.0,94.0,334.0,41.38275271715371,2.184714161998721,exacta,119.01,€€,79.34,€€€,False,observado
HB-002282,La Calma,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,14.0,8.0,858.0,41.38096628,2.17608165,geocodificada,129.02000427246094,€€,73.73,€€€,True,suficiente
HB-002286,Hostal Athenas,hotel,Sant Adrià de Besòs,081944,,No aplica,,,41.0,23.0,558.0,41.43193656,2.21795223,geocodificada,,,,,,
HB-002351,Hostal Parellades,hotel,Sitges,082704,,No aplica,,,12.0,8.0,,41.23631864,1.80868873,geocodificada,,,,,,
HB-002354,Cornellà,hotel,Cornellà de Llobregat,080734,,No aplica,,,29.0,16.0,423.0,41.36351255,2.07457155,geocodificada,,,,,,
HB-002357,Hostal Lesseps,hotel,Barcelona,080193,la Vila de Gràcia,No aplica,,sin_estrellas,25.0,15.0,,41.40537782,2.15067405,geocodificada,95.91,€,57.55,€€,False,observado
HB-002362,Terramar,hotel,Calella,080351,,3 estrelles,,,389.0,210.0,397.0,41.61151614,2.65231164,geocodificada,,,,,,
HB-002395,Ginebra,hotel,Barcelona,080193,la Dreta de l'Eixample,1 estrella,1.0,hotel_estrellas,19.0,10.0,751.0,41.38754669720353,2.1680584693791247,exacta,135.6199951171875,€€,71.38,€€€,True,justo
HB-002396,Hotel Sabiote,hotel,Pineda de Mar,081635,,1 estrella,,,52.0,26.0,231.0,41.62877656,2.68930069,geocodificada,,,,,,
HB-002400,Galeón Pavillón,hotel,Sitges,082704,,3 estrelles,,,49.0,27.0,196.0,41.23828062,1.80832318,geocodificada,,,,,,
HB-002403,Central,hotel,Sitges,082704,,1 estrella,,,45.0,23.0,517.0,41.23737202,1.80927962,geocodificada,,,,,,
HB-002406,Nitzs BCN,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,17.0,12.0,680.0,41.38148514,2.17856331,geocodificada,91.48,€,64.57,€€,False,observado
HB-002459,Serrats,hotel,Malgrat de Mar,081108,,No aplica,,,20.0,10.0,970.0,41.63986926,2.73559683,geocodificada,,,,,,
HB-002460,Wilson Boutique,hotel,Barcelona,080193,Sant Gervasi - Galvany,4 estrelles,4.0,hotel_estrellas,95.0,52.0,23.0,41.39439716906904,2.150024939104464,exacta,173.83,€€,95.15,€€€,False,observado
HB-002486,Pensió Torrent,hotel,Canet de Mar,080403,,No aplica,,,36.0,18.0,,41.58871807,2.58492471,geocodificada,,,,,,
HB-002490,Subur Maritim,hotel,Sitges,082704,,4 estrelles,,,90.0,46.0,342.0,,,,,,,,,
HB-002491,Hostal Sans,hotel,Barcelona,080193,Sants,No aplica,,sin_estrellas,144.0,85.0,151.0,41.37503135,2.13542446,geocodificada,84.73,€,50.01,€€,False,observado
HB-002532,Turín,hotel,Barcelona,080193,el Raval,3 estrelles,3.0,hotel_estrellas,100.0,60.0,499.0,41.38310112516655,2.170178687546506,exacta,223.22,€€€,133.93,€€€€,False,observado
HB-002534,Can Campa,hotel,Montornès del Vallès,081363,,1 estrella,,,24.0,14.0,,41.54442262,2.26581553,geocodificada,,,,,,
HB-002540,Hostal Olimpia,hotel,Castelldefels,080569,,No aplica,,,14.0,7.0,,41.27927021,1.97587833,geocodificada,,,,,,
HB-002546,Santema,hotel,Caldes d'Estrac,080327,,No aplica,,,26.0,15.0,,,,,,,,,,
HB-002568,Solfina,hotel,Palafolls,081555,,No aplica,,,163.0,94.0,318.0,,,,,,,,,
HB-002593,Can Gil,hotel,Pineda de Mar,081635,,No aplica,,,38.0,20.0,,41.62613453,2.69242536,geocodificada,,,,,,
HB-002597,Internacional,hotel,Calella,080351,,2 estrelles,,,228.0,120.0,121.0,41.61068207,2.65100802,geocodificada,,,,,,
HB-002599,Pensió Vallés,hotel,Malgrat de Mar,081108,,No aplica,,,66.0,33.0,,,,,,,,,,
HB-002600,Lleida,hotel,Barcelona,080193,l'Antiga Esquerra de l'Eixample,No aplica,,sin_estrellas,16.0,14.0,434.0,41.39054569,2.1512164,geocodificada,125.3000030517578,€€,109.64,€€€,True,suficiente
HB-002606,Balmoral,hotel,Barcelona,080193,Sant Gervasi - Galvany,4 estrelles,4.0,hotel_estrellas,196.0,103.0,17.0,41.396207183479504,2.155190161506966,exacta,174.4499969482422,€€,91.68,€€€,True,suficiente
HB-002608,Alberdi,hotel,Barcelona,080193,la Vila de Gràcia,No aplica,,sin_estrellas,16.0,14.0,,41.40189969,2.15735782,geocodificada,133.02000427246094,€€,116.39,€€€,True,suficiente
HB-002619,Lausanne,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,24.0,17.0,,41.3859101,2.17286707,geocodificada,89.94,€,63.71,€€,False,observado
HB-002644,Marina Folch,hotel,Barcelona,080193,la Barceloneta,1 estrella,1.0,hotel_estrellas,19.0,10.0,404.0,41.380819068069954,2.1874895443653903,exacta,134.85000610351562,€€,70.97,€€€,True,justo
HB-002650,Hostal Can Feliu,hotel,Santa Susanna,082613,,No aplica,,,39.0,20.0,27.0,,,,,,,,,
HB-002661,Bon Repòs,hotel,Calella,080351,,3 estrelles,,,420.0,210.0,20.0,41.61364821,2.65076049,geocodificada,,,,,,
HB-002662,Hostal La Terrassa,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,64.0,42.0,128.0,41.37999769,2.17139567,geocodificada,96.3,€,63.2,€€,False,observado
HB-002670,Ribes Roges,hotel,Vilanova i la Geltrú,083073,,2 estrelles,,,24.0,12.0,,41.2143188,1.72162678,geocodificada,,,,,,
HB-002693,Centro,hotel,Sant Feliu de Llobregat,082114,,2 estrelles,,,49.0,28.0,396.0,,,,,,,,,
HB-002694,Hostal Cèntric,hotel,Barcelona,080193,Sant Antoni,No aplica,,sin_estrellas,52.0,24.0,451.0,41.38245621,2.16249035,geocodificada,168.64,€€,77.83,€€€,False,observado
HB-002714,Hamsa House Hotel,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,39.0,29.0,853.0,41.37951203,2.17556505,geocodificada,228.4,€€€,169.84,€€€€,False,observado
HB-002721,Hostal Hill,hotel,Barcelona,080193,la Dreta de l'Eixample,No aplica,,sin_estrellas,12.0,8.0,438.0,41.39903231,2.16700076,geocodificada,114.72000122070312,€€,76.48,€€€,True,suficiente
HB-002726,Del Mar,hotel,Barcelona,080193,"Sant Pere, Santa Caterina i la Ribera",3 estrelles,3.0,hotel_estrellas,142.0,72.0,61.0,41.38209877451946,2.184042806145207,exacta,124.31,€€,63.03,€€,False,observado
HB-002733,U232,hotel,Barcelona,080193,l'Antiga Esquerra de l'Eixample,4 estrelles,4.0,hotel_estrellas,186.0,102.0,205.0,41.38955263201844,2.1490560076474603,exacta,135.43,€€,74.27,€€€,False,observado
HB-002741,Teruel,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,13.0,8.0,,41.38382674,2.16963089,geocodificada,69.34,€,42.67,€€,False,observado
HB-002743,Fonda Huix,hotel,Sabadell,081878,,No aplica,,,32.0,19.0,274.0,41.55619457,2.10941232,geocodificada,,,,,,
HB-002753,HOTEL 139,hotel,Castelldefels,080569,,1 estrella,,,23.0,16.0,616.0,41.26752447,1.97570402,geocodificada,,,,,,
HB-002757,H Top Amaika,hotel,Calella,080351,,4 estrelles superior,,,448.0,228.0,704.0,41.61212429,2.65424472,geocodificada,,,,,,
HB-002775,Hostal Barcelona,hotel,Barcelona,080193,el Poble Sec,No aplica,,sin_estrellas,72.0,58.0,986.0,41.37290068,2.16628973,geocodificada,78.72,€,63.41,€€,False,observado
HB-002794,Derby,hotel,Barcelona,080193,les Corts,4 estrelles,4.0,hotel_estrellas,212.0,117.0,15.0,41.38980186410714,2.141985641711951,exacta,141.29,€€,77.98,€€€,False,observado
HB-002801,El Colorado,hotel,Castelldefels,080569,,No aplica,,,10.0,6.0,,41.27832373,1.97599428,geocodificada,,,,,,
HB-002812,HOTEL CHECKIN CATALONIA,hotel,Calella,080351,,3 estrelles,,,246.0,130.0,929.0,41.61147785,2.64931835,geocodificada,,,,,,
HB-002813,Continental,hotel,Calella,080351,,2 estrelles,,,287.0,147.0,62.0,41.61791404,2.66675483,geocodificada,,,,,,
HB-002816,Cantón,hotel,Barcelona,080193,el Barri Gòtic,1 estrella,1.0,hotel_estrellas,80.0,47.0,699.0,41.3785383572826,2.1780663307951977,exacta,93.6,€,54.99,€€,False,observado
HB-002835,Laforja,hotel,Barcelona,080193,Sant Gervasi - Galvany,No aplica,,sin_estrellas,7.0,4.0,,41.39707911,2.14652315,geocodificada,123.51000213623048,€€,70.58,€€€,True,suficiente
HB-002836,Renaissance,hotel,Barcelona,080193,la Dreta de l'Eixample,5 estrelles,5.0,hotel_estrellas,422.0,211.0,950.0,41.39278915746396,2.167276383207326,exacta,336.49,€€€€,168.24,€€€€,False,observado
HB-002846,Galícia,hotel,Cardedeu,080462,,No aplica,,,26.0,19.0,,41.63657501,2.3505694,geocodificada,,,,,,
HB-002851,RIO DE CASTRO,hotel,Barcelona,080193,el Poble Sec,No aplica,,sin_estrellas,15.0,12.0,,41.37480558,2.16072275,geocodificada,121.22000122070312,€€,96.98,€€€,True,suficiente
HB-002875,Aris,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,11.0,6.0,,41.38792459,2.1724482,geocodificada,112.5999984741211,€€,61.42,€€,True,suficiente
HB-002891,Acci,hotel,Santa Coloma de Gramenet,082457,,No aplica,,,24.0,17.0,,41.4510821,2.21663211,geocodificada,,,,,,
HB-002895,Elkano,hotel,Barcelona,080193,el Poble Sec,No aplica,,sin_estrellas,24.0,14.0,,41.37409817,2.16021961,geocodificada,102.54,€€,59.82,€€,False,observado
HB-002907,Hostal Conde Guell,hotel,Barcelona,080193,la Maternitat i Sant Ramon,No aplica,,sin_estrellas,30.0,18.0,164.0,41.37742895,2.12266419,geocodificada,111.36000061035156,€€,66.82,€€,True,justo
HB-002912,Ramblas Barcelona,hotel,Barcelona,080193,el Raval,3 estrelles,3.0,hotel_estrellas,159.0,88.0,669.0,41.379049614922494,2.174891612512325,exacta,133.39,€€,73.83,€€€,False,observado
HB-002927,HOTEL BRICK (antigo Hotel Climent),hotel,Barcelona,080193,la Font de la Guatlla,1 estrella,1.0,hotel_estrellas,56.0,35.0,522.0,41.37246036,2.14621603,geocodificada,108.93,€€,68.08,€€,False,observado
HB-002935,Hostal Ballestero,hotel,Barcelona,080193,Porta,No aplica,,sin_estrellas,34.0,26.0,1004.0,41.43039981,2.18182606,geocodificada,99.05999755859376,€,75.75,€€€,True,justo
HB-002941,Summer Hotel,hotel,Calella,080351,,4 estrelles,,,143.0,74.0,436.0,41.61390007,2.65022587,geocodificada,,,,,,
HB-002952,KAKTUS PLAYA,hotel,Calella,080351,,5 estrelles,,,402.0,201.0,120.0,41.61109309,2.650649,geocodificada,,,,,,
HB-002956,MUMM BY PILLOW,hotel,Vilanova i la Geltrú,083073,,2 estrelles,,,24.0,12.0,886.0,41.21662297,1.73269692,geocodificada,,,,,,
HB-002961,Mozart,hotel,Barcelona,080193,la Vila de Gràcia,No aplica,,sin_estrellas,19.0,15.0,,41.39931984,2.15823272,geocodificada,170.66,€€,134.73,€€€€,False,observado
HB-002962,Casa Maria,hotel,Mollet del Vallès,081249,,No aplica,,,9.0,7.0,,41.53415604,2.21619625,geocodificada,,,,,,
HB-002964,PEDRO III EL GRANDE,hotel,Vilafranca del Penedès,083054,,3 estrelles,,,96.0,51.0,870.0,41.34409999,1.69956922,geocodificada,,,,,,
HB-002976,Hotel Alhambra,hotel,Santa Susanna,082613,,4 estrelles,,,379.0,216.0,22.0,41.63549303,2.72339721,geocodificada,,,,,,
HB-002987,Piccadilly,hotel,Sitges,082704,,3 estrelles,,,48.0,28.0,399.0,41.23696172,1.80644673,geocodificada,,,,,,
HB-002998,Ca La Maria,hotel,Tordera,082845,,No aplica,,,72.0,36.0,364.0,41.70446372,2.76054733,geocodificada,,,,,,
HB-003022,Coll,hotel,Calella,080351,,No aplica,,,10.0,6.0,,41.61301221,2.65609819,geocodificada,,,,,,
HB-003049,Hostal Ramos,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,43.0,29.0,,41.38089431,2.17160827,geocodificada,108.32,€€,73.05,€€€,False,observado
HB-003052,Alpí,hotel,Granollers,080961,,No aplica,,,29.0,22.0,994.0,41.60051418,2.28936659,geocodificada,,,,,,
HB-003055,Villa Romero,hotel,Granollers,080961,,1 estrella,,,57.0,30.0,543.0,,,,,,,,,
HB-003061,Galícia,hotel,Canovelles,080410,,No aplica,,,20.0,16.0,1031.0,41.61654105,2.28359001,geocodificada,,,,,,
HB-003063,Turó de l'Home,hotel,Santa Maria de Palautordera,082592,,1 estrella,,,14.0,8.0,463.0,41.69299593,2.44456643,geocodificada,,,,,,
HB-003065,LA SANTA MARIA,hotel,Sitges,082704,,3 estrelles,,,62.0,36.0,292.0,41.23457609,1.8061449,geocodificada,,,,,,
HB-003069,Rosita,hotel,"Prat de Llobregat, el",081691,,No aplica,,,18.0,12.0,,,,,,,,,,
HB-003071,CARLOS III,hotel,"Prat de Llobregat, el",081691,,No aplica,,,29.0,18.0,,,,,,,,,,
HB-003078,Peiró,hotel,Barcelona,080193,el Poble Sec,No aplica,,sin_estrellas,19.0,16.0,,41.37380146,2.16942541,geocodificada,118.04000091552734,€€,99.4,€€€,True,justo
HB-003092,HOTEL IBERSOL ANTEMARE,hotel,Sitges,082704,,4 estrelles,,,223.0,117.0,645.0,41.2319944,1.79613846,geocodificada,,,,,,
HB-003103,Hostal Els Avets,hotel,Sant Celoni,082021,,No aplica,,,6.0,4.0,983.0,41.6890144,2.48940441,geocodificada,,,,,,
HB-003104,Hostal Bonanza,hotel,Sitges,082704,,No aplica,,,10.0,6.0,984.0,41.23698387,1.81760347,geocodificada,,,,,,
HB-003116,Casablanca,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,14.0,8.0,976.0,41.38376272,2.17881444,geocodificada,115.56,€€,66.03,€€,False,observado
HB-003122,Illa Cristina,hotel,Mataró,081213,,No aplica,,,22.0,12.0,772.0,,,,,,,,,
HB-003125,HOTEL RIVIERA,hotel,Santa Susanna,082613,,4 estrelles,,,483.0,249.0,76.0,,,,,,,,,
HB-003141,"MY HABITUAL, SL",hotel,Malgrat de Mar,081108,,No aplica,,,49.0,24.0,878.0,41.64398939,2.74236938,geocodificada,,,,,,
HB-003147,Brustar Gòtic,hotel,Barcelona,080193,la Dreta de l'Eixample,No aplica,,sin_estrellas,9.0,5.0,716.0,41.39151227,2.17914274,geocodificada,113.20999908447266,€€,62.89,€€,True,suficiente
HB-003154,Peninsular,hotel,Barcelona,080193,el Raval,1 estrella,1.0,hotel_estrellas,100.0,59.0,108.0,41.37962578754925,2.1725113181323525,exacta,89.47,€,52.79,€€,False,observado
HB-003184,Mar Blau,hotel,Calella,080351,,3 estrelles,,,440.0,220.0,26.0,,,,,,,,,
HB-003201,Calella Park,hotel,Calella,080351,,3 estrelles,,,103.0,54.0,368.0,41.61434417,2.6633235,geocodificada,,,,,,
HB-003214,Esplai,hotel,Calella,080351,,3 estrelles,,,372.0,198.0,24.0,41.61442263,2.65244674,geocodificada,,,,,,
HB-003216,Solvi,hotel,Vilanova i la Geltrú,083073,,2 estrelles,,,58.0,29.0,712.0,41.21474617,1.72507758,geocodificada,,,,,,
HB-003221,Luna Park,hotel,Malgrat de Mar,081108,,3 estrelles,,,281.0,144.0,394.0,,,,,,,,,
HB-003226,President,hotel,Calella,080351,,3 estrelles,,,609.0,315.0,28.0,,,,,,,,,
HB-003231,Reymar,hotel,Malgrat de Mar,081108,,3 estrelles,,,395.0,222.0,21.0,,,,,,,,,
HB-003233,Paradis Park,hotel,Pineda de Mar,081635,,3 estrelles,,,87.0,44.0,37.0,41.62316312,2.68378603,geocodificada,,,,,,
HB-003249,Europark,hotel,Barcelona,080193,la Dreta de l'Eixample,3 estrelles,3.0,hotel_estrellas,197.0,105.0,204.0,41.39633228550639,2.170125055518385,exacta,163.17,€€,86.97,€€€,False,observado
HB-003250,Mari Luz Eva,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,18.0,13.0,536.0,41.38121646,2.17790151,geocodificada,129.72000122070312,€€,93.69,€€€,True,suficiente
HB-003252,Paseo de Gracia,hotel,Barcelona,080193,la Dreta de l'Eixample,1 estrella,1.0,hotel_estrellas,62.0,33.0,,41.39575189818473,2.1610230318551493,exacta,129.50999450683594,€€,68.93,€€,True,suficiente
HB-003272,ARENAS ATIRAM HOTEL,hotel,Barcelona,080193,Pedralbes,4 estrelles,4.0,hotel_estrellas,110.0,59.0,60.0,41.390447951286205,2.1262550338590867,exacta,153.44,€€,82.3,€€€,False,observado
HB-003276,Volga,hotel,Calella,080351,,4 estrelles,,,305.0,164.0,31.0,41.61545501,2.66694249,geocodificada,,,,,,
HB-003292,Hostal Drassanes,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,20.0,13.0,,41.37898963,2.17891049,geocodificada,114.8000030517578,€€,74.62,€€€,True,suficiente
HB-003293,Santa Susanna Resort,hotel,Santa Susanna,082613,,3 estrelles,,,406.0,215.0,518.0,,,,,,,,,
HB-003296,Bonanova Park,hotel,Barcelona,080193,Sarrià,2 estrelles,2.0,hotel_estrellas,102.0,60.0,554.0,41.39310055264144,2.124796434706897,exacta,115.28,€€,67.81,€€,False,observado
HB-003303,H TOP CALELLA PALACE,hotel,Calella,080351,,4 estrelles superior,,,671.0,339.0,268.0,41.61487458,2.65339164,geocodificada,,,,,,
HB-003304,Checkin Pineda,hotel,Pineda de Mar,081635,,3 estrelles,,,305.0,157.0,817.0,41.62697708,2.69123704,geocodificada,,,,,,
HB-003305,H Top Olympic,hotel,Calella,080351,,3 estrelles,,,1022.0,517.0,259.0,,,,,,,,,
HB-003319,Hostal la Lluna,hotel,Arenys de Mar,080060,,No aplica,,,17.0,10.0,647.0,41.57870114,2.54835369,geocodificada,,,,,,
HB-003321,Hostal Univers,hotel,Calella,080351,,No aplica,,,50.0,25.0,,,,,,,,,,
HB-003322,Hostal El Pescador,hotel,Badalona,080155,,No aplica,,,22.0,14.0,,41.44369857,2.24727968,geocodificada,,,,,,
HB-003324,Siles,hotel,"Prat de Llobregat, el",081691,,No aplica,,,43.0,29.0,1007.0,,,,,,,,,
HB-003336,Hostal River,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,35.0,24.0,,41.37963379,2.17261791,geocodificada,117.75,€€,80.74,€€€,True,justo
HB-003342,Mercure Barcelona Condor,hotel,Barcelona,080193,Sant Gervasi - Galvany,4 estrelles,4.0,hotel_estrellas,169.0,78.0,827.0,41.400007976119575,2.145241473761365,exacta,153.92999267578125,€€,71.04,€€€,True,suficiente
HB-003347,L'Avet Blau,hotel,Fogars de Montclús,080811,,No aplica,,,18.0,9.0,997.0,,,,,,,,,
HB-003356,Sant Antoni Hostal - Sustainable tourism,hotel,Barcelona,080193,Sant Antoni,No aplica,,sin_estrellas,16.0,10.0,744.0,41.38246492,2.16021696,geocodificada,89.43,€,55.89,€€,False,observado
HB-003364,AC Victoria Suites,hotel,Barcelona,080193,Pedralbes,4 estrelles,4.0,hotel_estrellas,122.0,58.0,197.0,41.38920413619536,2.121442473186611,exacta,321.16,€€€€,152.68,€€€€,False,observado
HB-003368,Amaraigua,hotel,Malgrat de Mar,081108,,4 estrelles,,,165.0,88.0,436.0,41.63836276,2.73350008,geocodificada,,,,,,
HB-003372,Solifemar,hotel,Castelldefels,080569,,2 estrelles,,,88.0,44.0,673.0,41.26543904,1.99456187,geocodificada,,,,,,
HB-003375,Bar Pensió Cerdanyola,hotel,Cerdanyola del Vallès,082665,,No aplica,,,12.0,9.0,,41.49296644,2.14681305,geocodificada,,,,,,
HB-003376,Portbou,hotel,Barcelona,080193,"Sant Pere, Santa Caterina i la Ribera",No aplica,,sin_estrellas,9.0,6.0,,41.38489519,2.18444724,geocodificada,111.3499984741211,€€,74.23,€€€,True,suficiente
HB-003387,Europa Splash,hotel,Malgrat de Mar,081108,,4 estrelles superior,,,258.0,137.0,728.0,41.63735656,2.72937119,geocodificada,,,,,,
HB-003391,Fàtima,hotel,Granollers,080961,,No aplica,,,57.0,38.0,622.0,41.61241076,2.27987169,geocodificada,,,,,,
HB-003398,Gatell,hotel,Vilanova i la Geltrú,083073,,1 estrella,,,81.0,60.0,753.0,41.22227932,1.72961955,geocodificada,,,,,,
HB-003405,Miño,hotel,Castelldefels,080569,,1 estrella,,,36.0,18.0,,41.26772579,1.95816181,geocodificada,,,,,,
HB-003411,Alba,hotel,Barcelona,080193,el Raval,3 estrelles,3.0,hotel_estrellas,20.0,14.0,157.0,41.38031962918608,2.1700623712630063,exacta,118.35,€€,82.84,€€€,False,observado
HB-003420,El Mesón,hotel,Badalona,080155,,No aplica,,,21.0,15.0,,41.44562297,2.2221461,geocodificada,,,,,,
HB-003443,Coronado,hotel,Barcelona,080193,el Poble Sec,1 estrella,1.0,hotel_estrellas,60.0,30.0,,41.37338347558224,2.1682419408357427,exacta,121.1500015258789,€€,60.58,€€,True,suficiente
HB-003451,Hostal Barcelona Rambla,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,42.0,29.0,,41.37749523,2.17252112,geocodificada,110.88999938964844,€€,76.57,€€€,True,justo
HB-003463,Melià Barcelona,hotel,Barcelona,080193,les Corts,5 estrelles,5.0,hotel_estrellas,642.0,333.0,166.0,41.391069780547305,2.1420082494613,exacta,282.54,€€€,146.55,€€€€,False,observado
HB-003468,Iris,hotel,Malgrat de Mar,081108,,1 estrella,,,24.0,12.0,413.0,41.64117818,2.73870966,geocodificada,,,,,,
HB-003479,Hostal Bell Sol,hotel,Pineda de Mar,081635,,No aplica,,,30.0,15.0,966.0,41.6184444,2.67940265,geocodificada,,,,,,
HB-003487,HOTEL SOFIA,hotel,Barcelona,080193,la Maternitat i Sant Ramon,Gran luxe,5.0,hotel_estrellas,869.0,466.0,962.0,41.38655957403626,2.123127261001395,exacta,325.3099975585937,€€€€,174.45,€€€€,True,suficiente
HB-003505,Xurin,hotel,Cardedeu,080462,,3 estrelles,,,55.0,30.0,383.0,41.63683239,2.35680691,geocodificada,,,,,,
HB-003542,NH Sants Barcelona,hotel,Barcelona,080193,les Corts,4 estrelles,4.0,hotel_estrellas,347.0,203.0,336.0,41.384607363201255,2.13783478351816,exacta,140.62,€€,82.26,€€€,False,observado
HB-003566,Nou Raval,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,30.0,21.0,,41.37990177,2.16870122,geocodificada,129.02000427246094,€€,90.31,€€€,True,justo
HB-003580,MOXY BARCELONA,hotel,Barcelona,080193,Hostafrancs,4 estrelles,4.0,hotel_estrellas,804.0,414.0,212.0,41.379211046363714,2.142944885907326,exacta,152.04,€€,78.29,€€€,False,observado
HB-003614,Bellaterra,hotel,Cerdanyola del Vallès,082665,,3 estrelles,,,232.0,116.0,18.0,,,,,,,,,
HB-003629,HOTEL OASIS PARK SPLASH,hotel,Calella,080351,,4 estrelles,,,422.0,208.0,255.0,41.61288364,2.6496442,geocodificada,,,,,,
HB-003636,Espalter,hotel,Sitges,082704,,No aplica,,,32.0,16.0,,41.23754885,1.80716615,geocodificada,,,,,,
HB-003643,Alguer Nou,hotel,Barcelona,080193,la Maternitat i Sant Ramon,2 estrelles,2.0,hotel_estrellas,59.0,33.0,840.0,41.37706938368696,2.117890985340077,exacta,92.14,€,51.54,€€,False,observado
HB-003651,Balmes,hotel,Cornellà de Llobregat,080734,,No aplica,,,30.0,18.0,,41.35435425,2.06586327,geocodificada,,,,,,
HB-003653,Residència Rovira,hotel,Vilafranca del Penedès,083054,,No aplica,,,18.0,12.0,,41.34697107,1.69556998,geocodificada,,,,,,
HB-003657,Som Nit Triomf,hotel,Barcelona,080193,la Dreta de l'Eixample,No aplica,,sin_estrellas,19.0,11.0,750.0,41.39002266,2.17710554,geocodificada,130.08999633789062,€€,75.32,€€€,True,suficiente
HB-003660,Sant Jordi,hotel,Cubelles,080749,,1 estrella,,,36.0,21.0,992.0,41.2064117,1.67237796,geocodificada,,,,,,
HB-003662,Miami,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,59.0,38.0,217.0,41.38374571,2.16473734,geocodificada,132.49000549316406,€€,85.33,€€€,True,justo
HB-003666,NH Les Corts,hotel,Barcelona,080193,les Corts,3 estrelles,3.0,hotel_estrellas,155.0,81.0,336.0,41.38753095003239,2.136508176520952,exacta,120.82,€€,63.14,€€,False,observado
HB-003669,Hostal Baires,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,26.0,17.0,843.0,41.38031411,2.17915522,geocodificada,118.38999938964844,€€,77.41,€€€,True,justo
HB-003673,Bèjar,hotel,Barcelona,080193,Hostafrancs,No aplica,,sin_estrellas,10.0,7.0,,41.37705203,2.14556239,geocodificada,108.73999786376952,€€,76.12,€€€,True,suficiente
HB-003687,Eurostars Mitre,hotel,Barcelona,080193,el Putxet i el Farró,3 estrelles,3.0,hotel_estrellas,105.0,57.0,472.0,41.4050416681033,2.1406069958015874,exacta,129.75,€€,70.44,€€€,False,observado
HB-003690,Iris,hotel,Granollers,080961,,3 estrelles,,,79.0,53.0,,41.60128857,2.29022816,geocodificada,,,,,,
HB-003693,San Ramón,hotel,Barcelona,080193,el Raval,No aplica,,sin_estrellas,50.0,30.0,,41.37782083,2.1718912,geocodificada,78.34,€,47.0,€€,False,observado
HB-003712,Augusta,hotel,Barcelona,080193,el Putxet i el Farró,3 estrelles,3.0,hotel_estrellas,90.0,30.0,58.0,41.40159331152714,2.148305485811022,exacta,136.1999969482422,€€,45.4,€€,True,suficiente
HB-003714,HOTEL LA CARTOIXA,hotel,Fogars de Montclús,080811,,No aplica,,,28.0,15.0,,,,,,,,,,
HB-003726,Romay,hotel,Barcelona,080193,el Barri Gòtic,No aplica,,sin_estrellas,15.0,9.0,,41.38019022,2.17929159,geocodificada,129.72000122070312,€€,77.83,€€€,True,suficiente
HB-003728,HOTEL CASA TEVA,hotel,Barcelona,080193,el Raval,1 estrella,1.0,hotel_estrellas,86.0,54.0,932.0,41.37781081503087,2.1715572901434474,exacta,154.27,€€,96.87,€€€,False,observado
HB-003731,Alegria Mar Mediterània,hotel,Santa Susanna,082613,,4 estrelles superior,,,236.0,128.0,215.0,,,,,,,,,
HB-003739,Casa Paco,hotel,Santa Margarida i els Monjos,082515,,No aplica,,,24.0,12.0,363.0,41.32331906,1.65832867,geocodificada,,,,,,
