id,name,host_id,host_name,calculated_host_listings_count,neighbourhood_group,neighbourhood,latitude,longitude,room_type,property_type,accommodates,bedrooms,beds,minimum_nights,precio_anuncio,precio_por_plaza,availability_365,number_of_reviews,number_of_reviews_ltm,last_review,review_scores_rating,license,price,licencia_regional,categoria_licencia,licencia_norm,prefijo,consta_en_registro,estado_licencia,motivo_estado,last_review_dt,motivo_exclusion
7574593,City center apartment with terrace,4498407.0,Barcelona,4.0,Eixample,la Dreta de l'Eixample,41.39124,2.16198,Entire home/apt,Entire rental unit,4.0,2.0,3.0,5.0,400.0,100.0,75,3,0,2017-08-04,3.67,Barcelona - Regional registration number<br />HUTB-006730<br /><br />Spain - National registration number<br />ESFCTU00000805600030443500000000000000000HUTB-0067607,400.0,HUTB-006730,Apartamento turístico (HUTB / TU),HUTB-006730,HUTB,True,con_licencia,consta en el registro oficial,2017-08-04,sin_actividad_desde_09_2025
7600385,Your chic home in Barcelona! (Deep ozone cleaning),857784.0,Lucía,1.0,Eixample,Sant Antoni,41.3769,2.16002,Entire home/apt,Entire rental unit,6.0,3.0,,1.0,,,0,127,0,2022-07-25,4.55,Barcelona - Regional registration number<br />HUTB-001524,,HUTB-001524,Apartamento turístico (HUTB / TU),HUTB-001524,HUTB,True,con_licencia,consta en el registro oficial,2022-07-25,sin_actividad_desde_09_2025
7729232,"Eclectic 2bed,Passeig Sant Joan area",18038725.0,Zane,3.0,Eixample,la Sagrada Família,41.40076,2.17419,Entire home/apt,Entire rental unit,3.0,2.0,3.0,5.0,888.8,296.27,90,117,0,2024-10-15,4.76,Spain - National registration number<br />ESFCTU00000807300003382000000000000000000HUTB-0123675<br /><br />Barcelona - Regional registration number<br />HUTB-012367,888.8,HUTB-012367,Apartamento turístico (HUTB / TU),HUTB-012367,HUTB,True,con_licencia,consta en el registro oficial,2024-10-15,sin_actividad_desde_09_2025
8631929,"pb4 WITH TERRACE QUIET & HAPPY FLAT ""ACOMODIS""!!!!",1447144.0,Acomodis Apartments,448.0,Eixample,l'Antiga Esquerra de l'Eixample,41.38874,2.1523,Entire home/apt,Entire rental unit,2.0,1.0,2.0,30.0,88.13,44.06,365,3,0,2016-02-11,4.0,Barcelona - Regional registration number<br />HUTB-000166,88.13,HUTB-000166,Apartamento turístico (HUTB / TU),HUTB-000166,HUTB,True,con_licencia,consta en el registro oficial,2016-02-11,sin_actividad_desde_09_2025
9309091,"pb1 Nice Barcelona, quiet flat with happy terrace",1447144.0,Acomodis Apartments,448.0,Eixample,la Nova Esquerra de l'Eixample,41.38729,2.15172,Entire home/apt,Entire rental unit,2.0,1.0,2.0,30.0,174.8,87.4,364,23,0,2020-03-08,4.7,Barcelona - Regional registration number<br />HUTB-000166,174.8,HUTB-000166,Apartamento turístico (HUTB / TU),HUTB-000166,HUTB,True,con_licencia,consta en el registro oficial,2020-03-08,sin_actividad_desde_09_2025
9362251,Plaza España Apartime,4396136.0,Homesearch S.L,11.0,Sants-Montjuïc,el Poble Sec,41.37333,2.15451,Entire home/apt,Entire rental unit,7.0,2.0,4.0,2.0,283.0,40.43,136,42,0,2024-05-05,4.36,Barcelona - Regional registration number<br />HUTB-005253<br /><br />Spain - National registration number<br />ESFCTU00000806900016402200000000000000000HUTB-0052535,283.0,HUTB-005253,Apartamento turístico (HUTB / TU),HUTB-005253,HUTB,True,con_licencia,consta en el registro oficial,2024-05-05,sin_actividad_desde_09_2025
9664354,1NEW LUXURY BCN....Sagrada Familia,8320113.0,Carles,2.0,Eixample,la Sagrada Família,41.40642,2.18154,Entire home/apt,Entire rental unit,5.0,3.0,,4.0,,,0,31,0,2020-01-03,4.74,Barcelona - Regional registration number<br />HUTB-006864<br /><br />Spain - National registration number<br />ESFCTU00000807300032297900000000000000000HUTB-0068644,,HUTB-006864,Apartamento turístico (HUTB / TU),HUTB-006864,HUTB,True,con_licencia,consta en el registro oficial,2020-01-03,sin_actividad_desde_09_2025
9911528,Two-Bedroom Penthouse with Terrace,22886148.0,Quartprimera Apartments,5.0,Eixample,la Dreta de l'Eixample,41.396270751953125,2.161439895629883,Entire home/apt,Entire serviced apartment,3.0,2.0,2.0,2.0,388.0,129.33,113,24,0,2024-04-11,4.92,Barcelona - Regional registration number<br />HUTB-008531<br /><br />Spain - National registration number<br />ESFCTU000080570008655130000000000000000000HUTB0085312,388.0,HUTB-008531,Apartamento turístico (HUTB / TU),HUTB-008531,HUTB,True,con_licencia,consta en el registro oficial,2024-04-11,sin_actividad_desde_09_2025
9914165,Two Bedroom Apartment Carrer Pelai,8130906.0,YouStylish Apartments,29.0,Eixample,la Dreta de l'Eixample,41.386,2.1664,Entire home/apt,Entire serviced apartment,4.0,2.0,3.0,2.0,316.0,79.0,248,81,0,2024-05-02,4.74,Barcelona - Regional registration number<br />HUTB-002673<br /><br />Spain - National registration number<br />ESFCTU00000805600072203100000000000000000002201112708,316.0,HUTB-002673,Apartamento turístico (HUTB / TU),HUTB-002673,HUTB,True,con_licencia,consta en el registro oficial,2024-05-02,sin_actividad_desde_09_2025
10727331,Plaza España/Montjuich,5784650.0,Franc,3.0,Sants-Montjuïc,Hostafrancs,41.37469,2.14815,Entire home/apt,Entire rental unit,4.0,2.0,,4.0,686.0,171.5,29,130,0,2023-08-28,4.77,Spain - National registration number<br />ESFCTU000008068000229151000000000000000000HUTB0055609<br /><br />Barcelona - Regional registration number<br />HUTB-005560,686.0,HUTB-005560,Apartamento turístico (HUTB / TU),HUTB-005560,HUTB,True,con_licencia,consta en el registro oficial,2023-08-28,sin_actividad_desde_09_2025
11411750,"Central, cosy, air-conditioned charming flat",4918740.0,Aspasios Charming Flats,7.0,Eixample,Sant Antoni,41.37593,2.15936,Entire home/apt,Entire serviced apartment,1.0,1.0,2.0,2.0,178.0,178.0,313,2,0,2018-02-25,3.5,Barcelona - Regional registration number<br />HUTB-012782,178.0,HUTB-012782,Apartamento turístico (HUTB / TU),HUTB-012782,HUTB,True,con_licencia,consta en el registro oficial,2018-02-25,sin_actividad_desde_09_2025
12587201,Elegant Boutique Apartment,68272406.0,Miguel,1.0,Eixample,Sant Antoni,41.37641,2.15932,Entire home/apt,Entire condo,4.0,2.0,3.0,2.0,414.67,103.67,289,13,0,2025-03-07,4.46,Barcelona - Regional registration number<br />HUTB-005092<br /><br />Spain - National registration number<br />ESFCTU00000806900043847500000000000000000HUTB-0050926,414.67,HUTB-005092,Apartamento turístico (HUTB / TU),HUTB-005092,HUTB,True,con_licencia,consta en el registro oficial,2025-03-07,sin_actividad_desde_09_2025
13742696,Luxury Apartment by BCN Rambla Catalunya Apartment,43565515.0,Homes In Blue,29.0,Eixample,la Dreta de l'Eixample,41.3933,2.16012,Entire home/apt,Entire rental unit,4.0,2.0,3.0,2.0,294.5,73.62,317,7,0,2025-06-14,4.57,Barcelona - Regional registration number<br />HUTB-004257<br /><br />Spain - National registration number<br />ESHFTU00000805600060842700100000000000HUTB-004257-836,294.5,HUTB-004257,Apartamento turístico (HUTB / TU),HUTB-004257,HUTB,True,con_licencia,consta en el registro oficial,2025-06-14,sin_actividad_desde_09_2025
14178223,Modern and stylish 3 bedroom apart (HUTB012080),85870267.0,Yuri,1.0,Sant Martí,el Poblenou,41.40621,2.20259,Entire home/apt,Entire rental unit,6.0,3.0,,3.0,,,0,5,0,2018-07-29,4.6,Barcelona - Regional registration number<br />HUTB-012080,,HUTB-012080,Apartamento turístico (HUTB / TU),HUTB-012080,HUTB,True,con_licencia,consta en el registro oficial,2018-07-29,sin_actividad_desde_09_2025
15534219,Autèntic Monumental P2,20790978.0,Autèntic Barcelona,15.0,Eixample,el Fort Pienc,41.40183,2.18225,Entire home/apt,Entire rental unit,6.0,3.0,5.0,1.0,404.0,67.33,67,14,0,2025-06-10,4.64,Barcelona - Regional registration number<br />HUTB-010525<br /><br />Spain - National registration number<br />ESFCTU00B20807300010989100000000000000000HUTB-0105255,404.0,HUTB-010525,Apartamento turístico (HUTB / TU),HUTB-010525,HUTB,True,con_licencia,consta en el registro oficial,2025-06-10,sin_actividad_desde_09_2025
15668556,Best views just in front of Sagrada Familia,101182990.0,Nuria,1.0,Eixample,la Sagrada Família,41.40361,2.175,Entire home/apt,Entire rental unit,4.0,2.0,,3.0,,,0,63,0,2019-07-31,5.0,Barcelona - Regional registration number<br />HUTB-009382,,HUTB-009382,Apartamento turístico (HUTB / TU),HUTB-009382,HUTB,True,con_licencia,consta en el registro oficial,2019-07-31,sin_actividad_desde_09_2025
16076152,Unique Penthouse 1 with terrace,61360206.0,Carles,11.0,Eixample,la Dreta de l'Eixample,41.3904,2.1762,Entire home/apt,Entire rental unit,4.0,2.0,3.0,1.0,616.33,154.08,246,63,0,2025-05-16,4.79,Barcelona - Regional registration number<br />HUTB-003872,616.33,HUTB-003872,Apartamento turístico (HUTB / TU),HUTB-003872,HUTB,True,con_licencia,consta en el registro oficial,2025-05-16,sin_actividad_desde_09_2025
16076627,Unique Penthouse 2 with terrace,61360206.0,Carles,11.0,Eixample,la Dreta de l'Eixample,41.3918,2.17613,Entire home/apt,Entire rental unit,4.0,2.0,3.0,1.0,616.33,154.08,311,36,0,2025-05-04,4.94,Barcelona - Regional registration number<br />HUTB-003878,616.33,HUTB-003878,Apartamento turístico (HUTB / TU),HUTB-003878,HUTB,True,con_licencia,consta en el registro oficial,2025-05-04,sin_actividad_desde_09_2025
16079084,Impressive Design-Forward Penthouse in an Historic Building,61360206.0,Carles,11.0,Eixample,la Dreta de l'Eixample,41.39042,2.17398,Entire home/apt,Entire loft,7.0,4.0,6.0,3.0,1426.67,203.81,242,11,0,2025-03-05,4.73,Barcelona - Regional registration number<br />HUTB-003877,1426.67,HUTB-003877,Apartamento turístico (HUTB / TU),HUTB-003877,HUTB,True,con_licencia,consta en el registro oficial,2025-03-05,sin_actividad_desde_09_2025
16384420,Modern Apartment Barcelona-Sants,97797707.0,Feel At Sants,6.0,Sants-Montjuïc,Sants,41.37602,2.13287,Entire home/apt,Entire rental unit,6.0,,,4.0,315.0,52.5,238,60,0,2022-05-23,4.73,Spain - National registration number<br />ESFCTU00000806500022396700000000000000000HUTB-0121385<br /><br />Barcelona - Regional registration number<br />HUTB-012138,315.0,HUTB-012138,Apartamento turístico (HUTB / TU),HUTB-012138,HUTB,True,con_licencia,consta en el registro oficial,2022-05-23,sin_actividad_desde_09_2025
16384978,Confort Apartment Barcelona-Sants.,97797707.0,Feel At Sants,6.0,Sants-Montjuïc,Sants,41.37458,2.13442,Entire home/apt,Entire rental unit,4.0,,,4.0,291.75,72.94,257,123,0,2025-01-02,4.69,Spain - National registration number<br />ESFCTU00000806500022398100000000000000000HUTB-0121350<br /><br />Barcelona - Regional registration number<br />HUTB-012135,291.75,HUTB-012135,Apartamento turístico (HUTB / TU),HUTB-012135,HUTB,True,con_licencia,consta en el registro oficial,2025-01-02,sin_actividad_desde_09_2025
16385602,Fancy Apartment Barcelona-Sants,97797707.0,Feel At Sants,6.0,Sants-Montjuïc,Sants,41.37432,2.13385,Entire home/apt,Entire rental unit,6.0,,,4.0,362.5,60.42,257,14,0,2022-09-26,4.36,Spain - National registration number<br />ESFCTU00000806500022400100000000000000000HUTB-0121347<br /><br />Barcelona - Regional registration number<br />HUTB-012134,362.5,HUTB-012134,Apartamento turístico (HUTB / TU),HUTB-012134,HUTB,True,con_licencia,consta en el registro oficial,2022-09-26,sin_actividad_desde_09_2025
16386312,Upper Apartment Barcelona-Sants,97797707.0,Feel At Sants,6.0,Sants-Montjuïc,Sants,41.37446,2.13377,Entire home/apt,Entire rental unit,8.0,,,4.0,405.0,50.62,238,3,0,2023-04-19,5.0,Spain - National registration number<br />ESFCTU00000806500060924200000000000000000HUTB-0121365<br /><br />Barcelona - Regional registration number<br />HUTB-012136,405.0,HUTB-012136,Apartamento turístico (HUTB / TU),HUTB-012136,HUTB,True,con_licencia,consta en el registro oficial,2023-04-19,sin_actividad_desde_09_2025
16386645,Charming Apartment Barcelona-Sants,97797707.0,Feel At Sants,6.0,Sants-Montjuïc,Sants,41.37453,2.13428,Entire home/apt,Entire rental unit,6.0,1.0,3.0,4.0,380.0,63.33,257,3,0,2024-06-25,4.67,Spain - National registration number<br />ESFCTU00000806500022394300000000000000000HUTB-0121334<br /><br />Barcelona - Regional registration number<br />HUTB-012133,380.0,HUTB-012133,Apartamento turístico (HUTB / TU),HUTB-012133,HUTB,True,con_licencia,consta en el registro oficial,2024-06-25,sin_actividad_desde_09_2025
16390841,Penthouse Apartment Barcelona-Sants,97797707.0,Feel At Sants,6.0,Sants-Montjuïc,Sants,41.3761,2.13472,Entire home/apt,Entire rental unit,5.0,,,4.0,362.5,72.5,257,6,0,2022-05-18,5.0,Spain - National registration number<br />ESFCTU00000806500022401800000000000000000HUTB-0121376<br /><br />Barcelona - Regional registration number<br />HUTB-012137,362.5,HUTB-012137,Apartamento turístico (HUTB / TU),HUTB-012137,HUTB,True,con_licencia,consta en el registro oficial,2022-05-18,sin_actividad_desde_09_2025
17245611,Barcelona at the beach,114164260.0,Silvia,2.0,Sant Martí,la Vila Olímpica del Poblenou,41.39267,2.19909,Entire home/apt,Entire rental unit,5.0,3.0,,4.0,,,0,44,0,2024-10-05,4.86,Barcelona - Regional registration number<br />HUTB-011459,,HUTB-011459,Apartamento turístico (HUTB / TU),HUTB-011459,HUTB,True,con_licencia,consta en el registro oficial,2024-10-05,sin_actividad_desde_09_2025
17252894,"SOL, G.TZA. Plaza España C. arenas, 3 ps Bus aerpt",9922976.0,Isa  Y Juan,2.0,Eixample,la Nova Esquerra de l'Eixample,41.37756,2.14883,Entire home/apt,Entire loft,3.0,1.0,,4.0,239.5,79.83,87,192,3,2025-08-27,4.41,Barcelona - Regional registration number<br />HUTB-010141,239.5,HUTB-010141,Apartamento turístico (HUTB / TU),HUTB-010141,HUTB,True,con_licencia,consta en el registro oficial,2025-08-27,sin_actividad_desde_09_2025
17987719,"Bcn-rentals  6, Just7-10 min to Ramblas",117890550.0,David Y Maria,4.0,Ciutat Vella,el Raval,41.37978,2.1675,Entire home/apt,Entire rental unit,7.0,3.0,6.0,3.0,342.67,48.95,277,4,0,2023-09-02,4.75,Spain - National registration number<br />ESHFTU00000805600046792500100000000000000HUTB-0135797<br /><br />Barcelona - Regional registration number<br />HUTB-013579,342.67,HUTB-013579,Apartamento turístico (HUTB / TU),HUTB-013579,HUTB,True,con_licencia,consta en el registro oficial,2023-09-02,sin_actividad_desde_09_2025
18438898,Chic nº8,10582280.0,Chic Apartments Barcelona,4.0,Eixample,la Sagrada Família,41.40036,2.17475,Entire home/apt,Entire rental unit,4.0,1.0,3.0,1.0,305.0,76.25,249,37,0,2025-01-19,4.43,Barcelona - Regional registration number<br />HUTB-008204,305.0,HUTB-008204,Apartamento turístico (HUTB / TU),HUTB-008204,HUTB,True,con_licencia,consta en el registro oficial,2025-01-19,sin_actividad_desde_09_2025
18530629,Chic nº6,10582280.0,Chic Apartments Barcelona,4.0,Eixample,la Sagrada Família,41.40024,2.17316,Entire home/apt,Entire rental unit,4.0,1.0,3.0,1.0,231.0,57.75,235,38,0,2023-04-29,4.58,Barcelona - Regional registration number<br />HUTB-008204,231.0,HUTB-008204,Apartamento turístico (HUTB / TU),HUTB-008204,HUTB,True,con_licencia,consta en el registro oficial,2023-04-29,sin_actividad_desde_09_2025
19191171,"Luxury penthouse, private terrace, pool",132596381.0,Casagrand Luxury Suites Barcelona,3.0,Gràcia,la Vila de Gràcia,41.39587,2.15592,Entire home/apt,Entire serviced apartment,3.0,1.0,2.0,1.0,400.0,133.33,262,16,0,2025-05-19,4.69,Barcelona - Regional registration number<br />HUTB-010186<br /><br />Spain - National registration number<br />ESHFTU00000806600007837301300000000000000HUTB-0101861,400.0,HUTB-010186,Apartamento turístico (HUTB / TU),HUTB-010186,HUTB,True,con_licencia,consta en el registro oficial,2025-05-19,sin_actividad_desde_09_2025
19865313,AB Park Güell Apartment  III-I,4459553.0,AB Apartment Barcelona,243.0,Horta-Guinardó,el Carmel,41.41878,2.15745,Entire home/apt,Entire rental unit,5.0,3.0,7.0,1.0,257.0,51.4,312,86,0,2024-07-23,4.31,Barcelona - Regional registration number<br />HUTB-002900<br /><br />Spain - National registration number<br />ESHFTU00000804800040100900700000000000HUTB-002900-921,257.0,HUTB-002900,Apartamento turístico (HUTB / TU),HUTB-002900,HUTB,True,con_licencia,consta en el registro oficial,2024-07-23,sin_actividad_desde_09_2025
20778861,Casa Tibidabo with Terrace + Wifi,148901183.0,José Luis,4.0,Sarrià-Sant Gervasi,el Putxet i el Farró,41.4107,2.13972,Entire home/apt,Entire rental unit,3.0,2.0,,5.0,,,0,122,0,2021-11-03,4.79,Barcelona - Regional registration number<br />HUTB-008590<br /><br />Spain - National registration number<br />ESFCTU00000806300018086000000000000000000HUTB-0085900,,HUTB-008590,Apartamento turístico (HUTB / TU),HUTB-008590,HUTB,True,con_licencia,consta en el registro oficial,2021-11-03,sin_actividad_desde_09_2025
21601117,Apartment with views to La Sagrada Familia,154788425.0,Marta & Cesc,6.0,Eixample,la Sagrada Família,41.403,2.17401,Entire home/apt,Entire rental unit,6.0,3.0,,9.0,,,0,120,0,2024-11-26,4.97,Spain - National registration number<br />ESFCTU00000807300085521700000000000000000000004395795<br /><br />Barcelona - Regional registration number<br />HUTB-004395,,HUTB-004395,Apartamento turístico (HUTB / TU),HUTB-004395,HUTB,True,con_licencia,consta en el registro oficial,2024-11-26,sin_actividad_desde_09_2025
21658683,Apartment Loft  en La Rambla - Boquería,117888638.0,Agustin,6.0,Ciutat Vella,el Barri Gòtic,41.38269,2.17208,Entire home/apt,Entire loft,4.0,1.0,1.0,1.0,262.5,65.62,232,4,0,2023-10-20,4.5,Spain - National registration number<br />ESHFTU00000805400049516000700000000000000HUTB-0358756<br /><br />Barcelona - Regional registration number<br />HUTB-035875,262.5,HUTB-035875,Apartamento turístico (HUTB / TU),HUTB-035875,HUTB,True,con_licencia,consta en el registro oficial,2023-10-20,sin_actividad_desde_09_2025
21670806,Beautiful Attic with private terrace,3193594.0,Jan,10.0,Horta-Guinardó,el Guinardó,41.41268141573768,2.175553699855185,Entire home/apt,Entire rental unit,2.0,1.0,1.0,5.0,267.2,133.6,31,3,0,2021-11-10,4.67,Spain - National registration number<br />ESFCTU00000805800000841200000000000000000HUTB-0044958<br /><br />Barcelona - Regional registration number<br />HUTB-004495,267.2,HUTB-004495,Apartamento turístico (HUTB / TU),HUTB-004495,HUTB,True,con_licencia,consta en el registro oficial,2021-11-10,sin_actividad_desde_09_2025
21971059,1casualapartment,160410607.0,⁨Team Jorla S.L.⁩,1.0,Sants-Montjuïc,Sants,41.37579,2.13189,Entire home/apt,Entire condo,4.0,2.0,4.0,1.0,350.0,87.5,130,13,0,2018-06-26,4.54,Spain - National registration number<br />ESHFTU00000806500028181300100000000000000HUTB-0121318<br /><br />Barcelona - Regional registration number<br />HUTB-012131,350.0,HUTB-012131,Apartamento turístico (HUTB / TU),HUTB-012131,HUTB,True,con_licencia,consta en el registro oficial,2018-06-26,sin_actividad_desde_09_2025
21993053,SAGRADA FAMILIA APARTMENT BALCONY,142876066.0,Lucia,2.0,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40225,2.16886,Entire home/apt,Entire rental unit,4.0,1.0,2.0,3.0,312.0,78.0,86,23,0,2024-09-23,4.7,Barcelona - Regional registration number<br />HUTB-010567<br /><br />Spain - National registration number<br />ESFCTU00000805700078146200000000000000000HUTB-0105675,312.0,HUTB-010567,Apartamento turístico (HUTB / TU),HUTB-010567,HUTB,True,con_licencia,consta en el registro oficial,2024-09-23,sin_actividad_desde_09_2025
22537657,BEST LOCATION IN GRACIA,3465149.0,Jordi,6.0,Gràcia,la Vila de Gràcia,41.40481,2.15667,Entire home/apt,Entire condo,7.0,2.0,4.0,3.0,287.33,41.05,273,15,0,2022-11-14,4.8,Barcelona - Regional registration number<br />HUTB-006824,287.33,HUTB-006824,Apartamento turístico (HUTB / TU),HUTB-006824,HUTB,True,con_licencia,consta en el registro oficial,2022-11-14,sin_actividad_desde_09_2025
22762840,LUXURY IN SAGRADA FAMILIA,168125583.0,María,1.0,Eixample,la Sagrada Família,41.40851,2.17471,Entire home/apt,Entire rental unit,6.0,3.0,,3.0,,,0,19,0,2020-03-12,4.89,Barcelona - Regional registration number<br />HUTB011393,,HUTB011393,Apartamento turístico (HUTB / TU),HUTB-011393,HUTB,True,con_licencia,consta en el registro oficial,2020-03-12,sin_actividad_desde_09_2025
22770039,Sunny private terrace - Barcelona center!,168187518.0,Barcelonalover,2.0,Eixample,el Fort Pienc,41.40113,2.17904,Entire home/apt,Entire rental unit,2.0,1.0,1.0,2.0,268.25,134.12,245,48,0,2024-08-15,4.63,Barcelona - Regional registration number<br />HUTB-008441,268.25,HUTB-008441,Apartamento turístico (HUTB / TU),HUTB-008441,HUTB,True,con_licencia,consta en el registro oficial,2024-08-15,sin_actividad_desde_09_2025
22967713,Apartamento Sagrada Familia,104217467.0,Consuelo,1.0,Sant Martí,el Clot,41.40631,2.18435,Entire home/apt,Entire rental unit,4.0,3.0,3.0,3.0,312.0,78.0,335,6,0,2024-04-18,4.5,Barcelona - Regional registration number<br />HUTB-006347<br /><br />Spain - National registration number<br />ESFCTU00000807300017863700000000000000000HUTB-0063472,312.0,HUTB-006347,Apartamento turístico (HUTB / TU),HUTB-006347,HUTB,True,con_licencia,consta en el registro oficial,2024-04-18,sin_actividad_desde_09_2025
23517823,Barcelona center: Rooftop with private terrace,168187518.0,Barcelonalover,2.0,Eixample,l'Antiga Esquerra de l'Eixample,41.38506,2.1619,Entire home/apt,Entire rental unit,4.0,1.0,1.0,1.0,363.0,90.75,327,28,0,2022-08-11,4.82,Barcelona - Regional registration number<br />HUTB-012041,363.0,HUTB-012041,Apartamento turístico (HUTB / TU),HUTB-012041,HUTB,True,con_licencia,consta en el registro oficial,2022-08-11,sin_actividad_desde_09_2025
24167970,Sleeps 20 off Paseo de Gracia,131794.0,Damien,22.0,Eixample,la Dreta de l'Eixample,41.39569,2.16921,Entire home/apt,Entire rental unit,16.0,9.0,10.0,3.0,2104.0,131.5,330,20,1,2025-06-27,4.9,Spain - National registration number<br />ESFCTU00D10805400024057900000000000000000HUTB-0056310<br /><br />Barcelona - Regional registration number<br />HUTB-005257,2104.0,HUTB-005257,Apartamento turístico (HUTB / TU),HUTB-005257,HUTB,True,con_licencia,consta en el registro oficial,2025-06-27,sin_actividad_desde_09_2025
24295747,APARTAMENTO LUMINOSO CERCA DE MONTJUIC,145488772.0,Jesús,2.0,Sants-Montjuïc,el Poble Sec,41.37252,2.16489,Entire home/apt,Entire rental unit,5.0,3.0,,3.0,,,0,19,0,2020-01-05,4.47,Barcelona - Regional registration number<br />HUTB-001040,,HUTB-001040,Apartamento turístico (HUTB / TU),HUTB-001040,HUTB,True,con_licencia,consta en el registro oficial,2020-01-05,sin_actividad_desde_09_2025
24448871,Plaza de Catalunya - Pso. de Gracia by Interhome,163379623.0,Sonia - Interhome,17.0,Eixample,la Dreta de l'Eixample,41.38807,2.1696,Entire home/apt,Entire rental unit,2.0,1.0,2.0,1.0,365.0,182.5,361,23,0,2025-03-16,4.43,Barcelona - Regional registration number<br />HUTB004935<br /><br />Spain - National registration number<br />ESFCTU000008056000550092000000000000000000HUTB0049354,365.0,HUTB004935,Apartamento turístico (HUTB / TU),HUTB-004935,HUTB,True,con_licencia,consta en el registro oficial,2025-03-16,sin_actividad_desde_09_2025
24589082,The Gran Via Penthouse Apartime,86551441.0,Maria Soledad,15.0,Eixample,la Dreta de l'Eixample,41.39206,2.17132,Entire home/apt,Entire rental unit,2.0,1.0,1.0,1.0,325.0,162.5,129,18,0,2025-03-24,4.39,Barcelona - Regional registration number<br />HUTB-005182<br /><br />Spain - National registration number<br />ESFCTU00000805400020377200000000000000HUTB-042966-673,325.0,HUTB-005182,Apartamento turístico (HUTB / TU),HUTB-005182,HUTB,True,con_licencia,consta en el registro oficial,2025-03-24,sin_actividad_desde_09_2025
24797878,Chic Apartments Barcelona,10582280.0,Chic Apartments Barcelona,4.0,Eixample,el Fort Pienc,41.39903,2.17466,Entire home/apt,Entire rental unit,4.0,1.0,3.0,1.0,277.1,69.28,244,43,0,2025-02-16,4.67,Barcelona - Regional registration number<br />HUTB-008086,277.1,HUTB-008086,Apartamento turístico (HUTB / TU),HUTB-008086,HUTB,True,con_licencia,consta en el registro oficial,2025-02-16,sin_actividad_desde_09_2025
25335202,Cozy apartment in Barcelona heart,48642013.0,Isabel,1.0,Eixample,l'Antiga Esquerra de l'Eixample,41.38583,2.16218,Entire home/apt,Entire rental unit,6.0,3.0,,1.0,,,0,77,0,2020-03-08,4.88,Barcelona - Regional registration number<br />HUTB-008246,,HUTB-008246,Apartamento turístico (HUTB / TU),HUTB-008246,HUTB,True,con_licencia,consta en el registro oficial,2020-03-08,sin_actividad_desde_09_2025
25453308,Exquisite apt. Open space and plently of light,5070884.0,Laia,3.0,Eixample,la Dreta de l'Eixample,41.39328,2.17513,Entire home/apt,Entire rental unit,3.0,1.0,2.0,31.0,138.09,46.03,206,5,0,2020-08-28,5.0,Spain - National registration number<br />ESFCTU00000805400018897000000000000000000HUTB-0086501<br /><br />Barcelona - Regional registration number<br />HUTB-008650,138.09,HUTB-008650,Apartamento turístico (HUTB / TU),HUTB-008650,HUTB,True,con_licencia,consta en el registro oficial,2020-08-28,sin_actividad_desde_09_2025
25971153,Very comfortable apartment for a familiy stay,3193594.0,Jan,10.0,Eixample,Sant Antoni,41.37758,2.16193,Entire home/apt,Entire rental unit,4.0,2.0,,4.0,,,0,2,0,2025-06-15,5.0,Barcelona - Regional registration number<br />HUTB-004774<br /><br />Spain - National registration number<br />ESFCTU00000806900021566300000000000000000HUTB-0047744,,HUTB-004774,Apartamento turístico (HUTB / TU),HUTB-004774,HUTB,True,con_licencia,consta en el registro oficial,2025-06-15,sin_actividad_desde_09_2025
26561889,Penthouse 1 bedroom + 1 bathroom terrace,104876399.0,Charmsuites,7.0,Sants-Montjuïc,el Poble Sec,41.37401,2.16868,Entire home/apt,Entire rental unit,4.0,,3.0,2.0,183.33,45.83,119,11,0,2023-06-06,3.91,Barcelona - Regional registration number<br />HUTB-002508,183.33,HUTB-002508,Apartamento turístico (HUTB / TU),HUTB-002508,HUTB,True,con_licencia,consta en el registro oficial,2023-06-06,sin_actividad_desde_09_2025
27011225,1 Luxury bedroom apartment,113020313.0,Javier,5.0,Eixample,la Dreta de l'Eixample,41.39645,2.16581,Entire home/apt,Entire rental unit,2.0,1.0,1.0,2.0,336.0,168.0,170,8,1,2025-08-16,4.5,Barcelona - Regional registration number<br />HUTB-001984<br /><br />Spain - National registration number<br />ESFCTU00000805400051866100000000000000000000040135001,336.0,HUTB-001984,Apartamento turístico (HUTB / TU),HUTB-001984,HUTB,True,con_licencia,consta en el registro oficial,2025-08-16,sin_actividad_desde_09_2025
27270668,1 bedroom superior apartment on the 5th floor,5614931.0,Fisa Rentals,44.0,Les Corts,les Corts,41.38537,2.14054,Entire home/apt,Entire serviced apartment,5.0,1.0,2.0,2.0,176.0,35.2,143,14,0,2025-05-15,4.93,Spain - National registration number<br />ESHFTU00000805600033832401300000000000HUTB-000104-432<br /><br />Barcelona - Regional registration number<br />HUTB-000104,176.0,HUTB-000104,Apartamento turístico (HUTB / TU),HUTB-000104,HUTB,True,con_licencia,consta en el registro oficial,2025-05-15,sin_actividad_desde_09_2025
